test_cluster,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,G_hat_count,O_hat_count,O_hat
1,0.2705847681113328,0.0005595479926336741,0.5201776313062038,0.023654766805734403,-254.70513396236925,0.4712219190553325,1.0,0.028438216847096933,0.5191594914044424,0.015248483272485338,13,0,[]
