site,mse,rmse,r2_score,relative_error,mae
DE-Obe,0.0033557007889919,0.0579284108964846,0.7010333166710349,0.1015025269393772,0.0376813899190055
DE-RuR,0.0019119903986834,0.0437263124295139,0.7840360893538134,0.0514207381676444,0.0271008237340997
DE-RuS,0.0055950602750288,0.0748001355281449,0.419927895854619,0.1906751417732928,0.0476533925412785
DE-RuW,0.0009675254543106,0.0311050711992534,0.7665012265085496,0.0505578181195122,0.0216647392599033
DE-Seh,0.0157947858541168,0.1256773084296319,0.001475290036812,0.495375013705547,0.089062560228851
DE-SfN,0.0028021479424918,0.0529353184791761,0.6801123173745854,0.0742037906684854,0.0347644114784036
DE-Tha,0.0028705632088208,0.0535776372082689,0.7889806586763443,0.0864125820975046,0.0346234770716623
DK-Fou,0.0292489526250415,0.1710232517087707,0.4865713675195833,0.4151425776401995,0.1009202779060332
DK-Gds,0.0009813367354307,0.0313262946329557,0.3629437590848491,0.104422416533387,0.017887820841488
DK-Skj,0.0008042108579271,0.0283586117066247,0.6545250261266242,0.0472905136453153,0.014955984078486
DK-Sor,0.0106201870904365,0.1030542919554372,0.4195345242060078,0.1775181109830977,0.0550344400978996
DK-Vng,0.0008299963053988,0.0288096564609653,0.5363386094621869,0.1040883635536207,0.0240037845371874
ES-Abr,0.0810188454660695,0.284638095598726,-4.670417356917632,0.238795196544329,0.0828739011103297
ES-Agu,0.0063852883684565,0.0799079994021659,0.237835384755765,0.1638944939102961,0.0564276536754773
ES-Amo,0.0054744151392667,0.0739892907066063,0.3667563949935816,0.1711054485048213,0.0520738452134464
ES-LJu,0.0046339202957066,0.0680729042696625,0.3928593746097419,0.1087682628429542,0.0469608166799567
ES-LM1,0.0034049337335949,0.0583518100284383,0.703648815716102,0.1037020103566942,0.0438275198280731
ES-LM2,0.0038960291743461,0.0624181798384587,0.7033915454257134,0.1194642194379497,0.0464185326261182
ES-LgS,0.0070379410430425,0.0838924373411726,0.6699132660790166,0.1505445109777251,0.0623388005798959
FI-Hyy,0.0030292647915886,0.0550387571769992,0.8166156417396079,0.1390745008922552,0.0394064931800612
FI-Ken,0.005437308825927,0.0737381097257521,0.7710876334893032,0.1933708767989976,0.0481017438781191
FI-Let,0.0011636202593193,0.0341118785662604,0.7076474186135289,0.0474895117248383,0.0227682332566663
FI-Lom,0.0106777888528802,0.1033333869225247,0.7291648925898393,0.2823341827532309,0.0661415170390354
FI-Qvd,0.0029947209632891,0.0547240437402894,0.8545761623614135,0.1819139022018707,0.0380225380022018
FI-Sii,0.0039864905837646,0.0631386615613973,0.6642890080719192,0.2077328544332838,0.0465848641949743
FI-Sod,0.0025014539336915,0.050014537223607,0.7015122930446189,0.0908674711736354,0.0355268291149246
FI-Var,0.0040042301313587,0.0632789864912417,0.5900840785357229,0.1274554722317575,0.0370932907801653
FR-Aur,0.0015693443240015,0.0396149507635884,0.5028107616671611,0.0761626144976292,0.0272292858875066
FR-Bil,0.0026928859930887,0.0518930245128254,0.7547651531742112,0.0752457095232753,0.0329040659348998
FR-EM2,0.0026574761490523,0.0515507143408542,0.6436813544774087,0.1244738114792508,0.0317430607619307
FR-FBn,0.0044605537904549,0.0667873774784948,0.7375509017768325,0.105782933754306,0.0489064164951871
FR-Fon,0.0032043190439588,0.0566067049381856,0.686485273244229,0.1000368542800768,0.0393234928155025
FR-Gri,0.0071306325214728,0.0844430726671693,0.5137843290820563,0.2790098554624093,0.0522156065809568
FR-Hes,0.0026775034484107,0.0517445982534483,0.7177894103099101,0.1088701276377258,0.0386158600500552
FR-LBr,0.0034774504720312,0.0589699115823591,0.7591569236545247,0.109668590187074,0.0393015182132488
FR-LGt,0.0017733859317167,0.0421115890428843,0.7414929671463961,0.0813138870127733,0.0316381809983047
FR-Lam,0.0082863279895602,0.0910292699606027,0.4218023554245369,0.2145941740099803,0.0524806631920844
FR-Mej,0.0013635290211732,0.0369259938413753,0.7611792651988109,0.0951367994656978,0.0255242800744792
FR-Pue,0.0065641257278188,0.0810192923186743,0.4960804081136964,0.2175741441110725,0.0557642895991924
FR-Tou,0.0029271293334703,0.0541029512454761,0.7223258141208784,0.0910892473144417,0.0400862045856497
GF-Guy,0.0040610648598585,0.0637264847599374,0.7437338739792718,0.1576241868389444,0.0418631287589534
GH-Ank,0.0015823036431128,0.0397781804902244,0.7079075232580243,0.0756619485769937,0.031157275843564
GL-NuF,0.0066577993422913,0.0815953389740573,0.6440694214575545,0.1802860859946532,0.0587985906551048
GL-ZaF,0.0052645469742721,0.0725571979494256,0.7373896306061025,0.2969738130709069,0.0546032788599774
GL-ZaH,0.0042455330061577,0.0651577547660887,0.4874241490581649,0.1284449054476467,0.0493876098760752
IL-Yat,0.0047698154255793,0.0690638503529841,0.3990399133827461,0.1899078707039227,0.0530289176367963
IT-BCi,0.0042107324392488,0.0648901567207914,0.3251356843252745,0.1251531446941192,0.0448926195556597
IT-BFt,0.001413682438101,0.0375989685776231,0.8377947256558238,0.0590458393856102,0.0236245339549921
IT-CA1,0.0530826477979975,0.2303967182882549,-1.6086379204650858,0.381365233868536,0.0813610786246651
IT-CA2,0.0058924418792713,0.0767622425367531,0.4083400815503102,0.2996991484680551,0.0588668265881573
IT-CA3,0.0517487021437025,0.2274834106999949,0.4236351038006654,0.2715424669985871,0.1419814778595841
IT-Col,0.0057558602396393,0.0758673858758778,0.6932340414742053,0.2392870654214591,0.0590931823644711
IT-Cp2,0.0090510599169581,0.0951370585889545,0.4941012567772538,0.1374591857847696,0.0639471389979962
IT-Cpz,0.0056240708286632,0.0749938052685905,0.7617339892342105,0.123488616958826,0.0510847332638529
IT-Isp,0.0034439987292168,0.0586855921774399,0.7901720824752106,0.1739254617843059,0.044088496719741
IT-La2,0.0031077527802158,0.0557472221748833,0.3289110490975334,0.1192774898844918,0.0413452442376619
IT-Lav,0.0035622195305962,0.0596843323712035,0.7629213966684646,0.0821524906218916,0.0390742287692906
IT-Lsn,0.0045686500199686,0.0675917895899246,0.8037212014692945,0.1189108102477263,0.0445030286028019
IT-MBo,0.004759674689819,0.0689903956346031,0.7265829594071012,0.1463051206557233,0.0515755090499869
IT-Noe,0.0039746288206194,0.0630446573519075,0.7292381633424313,0.1540864944844456,0.0468835849593869
IT-PT1,0.009856488175479,0.0992798477813045,0.6672400365816993,0.1667801402505034,0.0678925061760467
IT-Ren,0.0031650174034443,0.0562584873902987,0.6864299092359556,0.1281414795229101,0.0381724841520895
IT-Ro1,0.0059173222730735,0.0769241332292638,0.63946777375159,0.1654882914005265,0.0492577161447093
IT-Ro2,0.0050313287780836,0.0709318601059044,0.5579144697512379,0.1622502327021659,0.050391082384299
IT-SR2,0.0031892573151013,0.0564735098528626,0.7380393421145353,0.0731234720466615,0.0370502839915036
IT-SRo,0.0032726731540359,0.0572072823514278,0.7448943863903796,0.1084477561682864,0.0386782230814877
IT-Tor,0.0009609561618418,0.0309992929248687,0.6211964522858876,0.0475483498731539,0.021862446540138
JP-SMF,0.0069893267960976,0.0836021937277822,0.7166302755492697,0.179266662506728,0.0553166136532357
MX-Tes,0.0012684088559624,0.0356147280764913,0.2383670191287912,0.0290452305834365,0.0176352046509676
MY-PSO,0.0048378710862945,0.0695548063493426,0.7476839837610667,0.1075238153257406,0.0438189711596017
NL-Hor,0.0042658241157426,0.0653132767187701,0.8040838185643268,0.1826244392357495,0.0492742807375392
NL-Loo,0.003360924741213,0.0579734830867792,0.8074823310671644,0.1030967071777846,0.0398096805470738
PA-SPn,0.0057371760389046,0.0757441485456446,0.5876699715139728,0.1297802396145936,0.0523361031965373
PA-SPs,0.0067622499653134,0.0822329007472888,0.8223745103492183,0.2631897893289608,0.068316794388491
RU-Che,0.0055478302174359,0.0744837580780934,0.3845271766729632,0.5034690717836483,0.0584562301052226
RU-Cok,0.0128145404678508,0.1132013271470386,0.547300218682004,0.2376964606289729,0.0873821619071219
RU-Fy2,0.0027010356876933,0.0519714891810242,0.766291047498217,0.1065407261522664,0.0356874310659356
RU-Fyo,0.0048177730279383,0.0694101795699908,0.7499111672307699,0.1637424585255464,0.0456645084062884
RU-Ha1,0.0036701310004331,0.0605816061229241,0.4848758058034568,0.2323040686854449,0.0508536373502356
SD-Dem,0.0060698333682828,0.0779091353326608,0.5350433284792111,0.2640564137000712,0.0595161278461019
SE-Deg,0.0005773999496207,0.0240291479170772,0.6525962008224665,0.0444457306988474,0.017696401133472
SE-Htm,0.0032981279201666,0.057429329790331,0.7926771326268844,0.0885282049462181,0.0359120254852019
SE-Lnn,0.003431428927889,0.0585783998406327,0.5830626332248847,0.4014624770970962,0.0396401562967256
SE-Nor,0.0019509556783685,0.0441696239328399,0.8259639838739763,0.0590464743696616,0.0292796705457174
SE-Ros,0.0024282942612584,0.0492777258125659,0.8041493461484022,0.1454944094484529,0.0354317841217256
SE-Svb,0.0040673452346317,0.0637757417411331,0.7336356096253884,0.1591039063790907,0.0466240603302871
SJ-Adv,0.0006104840522571,0.0247079754787228,-6.532799581350678,0.0889562872388588,0.0206105897164793
US-A32,0.0024559276486715,0.0495573168025827,0.6856412044045641,0.1500922072306611,0.0355777493924026
US-AR1,0.0008839661164759,0.0297315676760573,0.396636563008684,0.0366690509690169,0.0181128614817489
US-AR2,0.0017042947879456,0.0412831053573452,0.1477834736499864,0.0563945301895725,0.0263825690233674
US-ARM,0.0029701537214082,0.054499116703009,0.5135827394113992,0.0825419433433488,0.0347884225602882
US-ARb,0.0042956778775768,0.0655414210829827,-0.2376719358584662,0.1319328907471577,0.0484276407089137
US-ARc,0.0052675999825165,0.0725782335312494,0.4389930504897888,0.1377497338833717,0.0503319785549492
US-Atq,0.0051664225853487,0.0718778309727609,0.6111548055092286,0.1293356709613272,0.049676810656675
US-BZB,0.0007957992561489,0.0282099141464306,0.7917347671824096,0.0361879823269829,0.0194761856569953
US-BZF,0.0014944581209406,0.0386582219060915,0.6825881668704386,0.050917860141184,0.026307187771142
US-BZS,0.0019463318818918,0.044117251522413,0.651505892581353,0.0639490311872387,0.0289288193627745
US-BZo,0.0015862553661938,0.0398278215095154,0.5554728512291055,0.0534784852452781,0.0247042054502205
US-Bi1,0.0086575482060784,0.0930459467471764,0.6528547380337656,0.1502100929816501,0.0597587173723227
US-Bi2,0.007144454043703,0.0845248723376917,0.5707847617737247,0.2264537043333769,0.0627102408323334
US-Blo,0.0820936482810457,0.2865198915975044,-2.921359176510967,0.1971494442858362,0.0954874617684826
US-CF1,0.0055527532763305,0.074516798618369,0.5988774006727902,0.2077374860939045,0.0458471736473862
US-CF2,0.0084294813124818,0.0918122067727481,0.5662855159689613,0.2689963341869754,0.0576031394840287
US-CF3,0.0007793603820369,0.0279170267406281,-5.088821398439414,0.0964128950432435,0.0238472808073396
US-CF4,0.0054609432365315,0.0738981950830436,0.5627451277084556,0.1475023039182141,0.0434543738793615
US-CRT,0.0094512895559277,0.0972177430098421,-0.934948398492296,0.3796497550752959,0.0704184999348944
US-CS1,0.004228696616435,0.0650284292939256,-11.016647196848076,0.1444303871129807,0.0452724798066763
US-CS3,0.0023923901087141,0.0489120650628666,-0.4503534205063488,0.1494620667616812,0.0374403536447047
US-CS4,0.0013833766243219,0.0371937713108252,-30.74754316795712,0.0900973230308784,0.0266618754409848
US-EDN,0.0035606842109625,0.0596714689861292,0.7330531060651279,0.0808939570543505,0.040595589404123
US-GLE,0.0020474833146158,0.0452491250149199,0.6561523933998823,0.0752701223658456,0.0319262670749831
US-Goo,0.0037492514094327,0.0612311310481255,0.7016892252475264,0.0998933706546254,0.0417089361375711
US-HB1,0.0006268824477782,0.0250376206493003,0.545964683445844,0.0444784515863192,0.0159381315020243
US-HWB,0.0012113085959205,0.0348038589228338,0.4502627793315289,0.0436023195054628,0.0206052217128787
US-Hn3,0.0001627136577375,0.0127559263770838,0.4846821138211923,0.020094381919137,0.0084059271888207
US-Ho2,0.0018689656520296,0.0432315353882976,0.7104054574691867,0.0734772202738419,0.0305062399962377
US-IB2,0.0015447461749842,0.0393032590885828,0.7128282773136824,0.0967155339141222,0.0305935954485956
US-ICs,0.0001974460489099,0.0140515496978087,0.6656138545254938,0.0192474525323099,0.0092974306346504
US-ICt,7.975682147350286e-05,0.0089306674707718,0.4975339953525876,0.0111514356411029,0.005201881966738
US-Ivo,0.0084189839937544,0.0917550216269083,0.6656057192115388,0.2335548528420161,0.0658101894634466
US-Jo2,0.0011436340007815,0.0338176581208921,0.1438840961375377,0.0369476424927624,0.0165020299341183
US-KFS,0.0008823412833395,0.0297042300580162,0.5563189124051953,0.0567767763748873,0.0216599650214333
US-KLS,0.0011650815568211,0.0341332910341379,0.4864235252114648,0.0564140516740152,0.0238612284366608
US-KS1,0.0008623083291122,0.0293650869079642,0.8211658104972096,0.029253426012926,0.0173618169132535
US-KS2,0.0050979341091242,0.071399818691116,0.4860112845673709,0.0761017070669692,0.0481567601863783
US-KS3,0.0003104493046557,0.0176195716365571,0.5534647191810469,0.032410426076127,0.0120720607287248
US-LWW,0.0034425002217438,0.0586728235364877,-0.4968958062598205,0.1108423619513939,0.0436102994369217
US-Lin,0.0087465191196238,0.0935228267302899,0.3954273554972998,0.1455325549834035,0.0664229968975383
US-Los,0.0023845941409964,0.0488323063247727,0.6862737448486227,0.0625569414069004,0.0347736513157269
US-MOz,0.0016370787030368,0.0404608292430699,0.6815267056533417,0.0655732229783624,0.0302518471527654
US-Me1,0.0033898767725867,0.0582226482787129,0.5841718992033358,0.1193779339444378,0.0423747353560564
US-Me2,0.0016094915473611,0.0401184689059929,0.7388043414842372,0.0639695214483885,0.0275534094281612
US-Me3,0.0023513978211519,0.0484912138552128,0.6377941084259264,0.0665089338846509,0.0344533984016759
US-Me4,0.0086972263101269,0.0932589208072181,-1.3830440341696,0.1525679333900629,0.0745994109331801
US-Me5,0.0053808499600998,0.0733542770402642,0.7731057848720205,0.1302066155619189,0.0508578818401088
US-Me6,0.0044115122856679,0.0664192162379828,0.6375047901091424,0.1064112008878535,0.0457734999904405
US-Mpj,0.0045630624300504,0.0675504435962522,-0.0843073884054153,0.1669872455218092,0.0429908799070627
US-Myb,0.0052720877063305,0.0726091434072218,0.622347701046539,0.1641982806855603,0.0486888798630375
US-NC1,0.0044483162565774,0.0666956989361193,0.6759211577435185,0.0833574237127472,0.0462674259308767
US-NC4,0.0012551166102275,0.0354276249588864,0.7495246285982544,0.0567058038804482,0.0240065104721725
US-NR1,0.0068307177580903,0.0826481564107172,0.6494282775556528,0.2420225407861132,0.0623426089007315
US-ONA,0.0006539212953929,0.0255718848619514,0.8204554044449199,0.0356167184579516,0.0161779676793334
US-OWC,0.001453875155423,0.0381297148615499,0.7302918906548033,0.0536896229248433,0.0284509763689839
US-Oho,0.0048664635391951,0.0697600425687592,0.6905094788693689,0.1378155222066636,0.0532739999494523
US-Prr,0.0012408610305569,0.0352258574140777,0.7117346805430995,0.0675746429630805,0.0228030053819698
US-Ro1,0.0088422323379575,0.0940331448902862,-0.2320756909387862,0.3214524059322763,0.0562113276577156
US-Ro4,0.0033424871801524,0.0578142472073492,0.7041954707679543,0.1700441936622515,0.0442593785620787
US-Ro5,0.0064640226200566,0.080399145642579,0.5690635801295372,0.4350696027485946,0.0519066613939473
US-Ro6,0.0036564164048408,0.0604683090952677,0.4297391934616011,0.2121956421836501,0.0431908500026495
US-SRC,0.0010639235195618,0.0326178405103994,0.1902279865427291,0.0629392450209911,0.0219123744427632
US-SRG,0.0026901616151217,0.0518667679263101,0.434349070596148,0.0815423692978825,0.0314384517813141
US-SRM,0.0014702352922765,0.0383436473522868,0.4264890643237594,0.0784213505886097,0.0258020316293105
US-Seg,0.0017372138357833,0.0416798972621498,0.3190796820633406,0.0954351181873422,0.0269217385831514
US-Ses,0.0017434799404375,0.0417549989873968,0.2068175465082745,0.0693102391230751,0.0276921705625673
US-Sne,0.0023233566883449,0.0482012104448111,0.4787103314692071,0.0980975115293795,0.0359638128876561
US-Snf,0.0080070380585986,0.0894820543941559,0.7322649528860019,0.0931108281879207,0.0586934789161016
US-Syv,0.0062620783729319,0.0791332949707768,0.6751829483449966,0.1790450228154521,0.0561617971126432
US-Ton,0.0006377157335246,0.0252530341449222,0.4278345965239413,0.0384069418723422,0.0171658386251383
US-Tw3,0.0059203685533115,0.0769439312311993,0.4623153675507158,0.1225346236944286,0.0486086456621538
US-Tw4,0.004698756403578,0.0685474755448952,0.5878941227366197,0.185483865463272,0.0519769534053547
US-Twt,0.0068310834788301,0.082650368897121,0.5289287846905764,0.1807627946176069,0.0547695377517864
US-Var,0.0011412205990808,0.0337819567088826,0.4749114059921725,0.0495288393677631,0.0247181291788224
US-WCr,0.0030567183611369,0.0552875968110114,0.6099323563988672,0.0806366366568271,0.0412670629117705
US-WPT,0.0025995048197954,0.0509853392633166,0.6095956542865959,0.0877224620120361,0.0364015702375611
US-Whs,0.0009499272748754,0.0308208902349598,0.2306298960858218,0.0441065639809357,0.0202081552657888
US-Wi0,0.0002115618422912,0.0145451655986193,-4.212741114979247,0.0354284730589782,0.0097483522276942
US-Wi1,0.0568636291315354,0.2384609593445758,-187.80658396059656,0.5995357313559764,0.186899361358711
US-Wi2,0.0007013191396665,0.0264824307733735,-6.089262844499503,0.0448775782158775,0.0178534391781311
US-Wi3,0.0026654321376314,0.0516278232896903,0.6627349030747182,0.086347115013047,0.0332268579339451
US-Wi4,0.002235929031555,0.0472856112528436,0.7272518916758828,0.057513437728529,0.0297448018650528
US-Wi5,0.0002859740994286,0.016910768741504,-2.332518287614152,0.0324286570822925,0.0121752600108436
US-Wi6,0.0010903036543633,0.0330197464309363,-0.3293361608549618,0.0525158164870465,0.0208527939338362
US-Wi7,0.0021085748534945,0.0459192209591427,-0.692030585761936,0.0730410839336647,0.0347508329877804
US-Wi8,0.0022786511432694,0.0477352191077971,-1.7910272064351909,0.097544974974434,0.0398460848240637
US-Wi9,0.0028762445588885,0.0536306307895826,0.337498452743161,0.0801782891580495,0.0379768422343957
US-Wjs,0.0015015282398922,0.0387495579315713,0.6184313928690695,0.0662824636933064,0.0240327222077253
US-Wkg,0.0025011315495061,0.0500113142149471,0.4264234051528253,0.0647348727063557,0.0313227853212473
US-xAE,0.003896352010134,0.0624207658566768,0.6254025233560561,0.1308396548089807,0.0430175592159748
US-xBR,0.0020048718547109,0.0447757954112591,0.6864088335030405,0.0653040614141646,0.0335959874116336
US-xCL,0.000587393970108,0.0242362119587216,0.6831938563345539,0.0483926877887356,0.0169986531775939
US-xCP,0.0012124923631354,0.0348208610338038,0.5045320201184447,0.1423008067320523,0.0251532626940974
US-xDC,0.001242672629353,0.0352515620838716,0.481096720847087,0.057570704834451,0.024578303626469
US-xDL,0.0033556717933913,0.0579281606249618,0.7376349181490844,0.0782875354656939,0.0398963187148688
US-xDS,0.001831479485708,0.0427957881772036,0.8466817616221154,0.0521026155417692,0.0280513443889071
US-xGR,0.0080638830950418,0.0897991263601258,0.6646639604889619,0.1745573197598926,0.0638702641871068
