site,mse,rmse,r2_score,relative_error,mae
US-xHA,0.0041193939127305,0.0641825047246565,0.6988022728884697,0.1035016859283028,0.0470114210006783
US-xHE,0.0011227217149369,0.0335070397817671,0.7063402903821878,0.0791098573600461,0.0230001206177206
US-xJE,0.0025675749249981,0.0506712435706695,0.7109789216616313,0.0926670753854741,0.0327774154931704
US-xKA,0.0024514247882461,0.0495118651259079,0.3966166750165038,0.0651446494071933,0.0307534894396525
US-xKZ,0.0022587179856933,0.0475259716964662,0.6965162501837974,0.0963584451800192,0.0358861308001316
US-xMB,0.0011033073182255,0.0332160701803442,-0.3727550132580153,0.0706520339760028,0.0269800491851536
US-xML,0.0010382541636013,0.0322219515796499,-0.3102471626417464,0.0464018357679594,0.024399803640825
US-xNG,5.196381439153399e+18,2279557290.166974,-3.872854973055935e+21,454874478.5012211,136523722.3829728
US-xNQ,0.0017305833594301,0.0416002807614338,0.0608212340757122,0.0676042100198365,0.0325327950527314
US-xRM,0.0023919532850753,0.0489075994613858,0.6559978693650894,0.1106639447137374,0.0344627399536324
US-xSB,0.0010541729348003,0.0324680294258887,0.8458371249901069,0.0457867144982526,0.0206046111892932
US-xSE,0.0022279059459332,0.0472006985746321,0.6659316271277693,0.0832310009542215,0.0322622526422602
US-xSR,0.001016582970675,0.0318838982979668,0.3583371741950446,0.021943671160826,0.0195051104589285
US-xST,0.0045036184749629,0.0671090044253593,0.7286067277762034,0.1753932250312456,0.0475110161937512
US-xTA,0.0008332142334593,0.0288654505154408,0.8215887998834861,0.0555159706359311,0.0191296788402025
US-xTR,0.0037335055067985,0.0611024181747212,0.6333129395481047,0.0933124401693998,0.044699583054326
US-xUK,0.0013466975144053,0.0366973774867546,0.7746152218989668,0.066592167434227,0.0277530379682657
US-xUN,0.00380798843489,0.061708900775253,0.6254601799773453,0.1519440747690532,0.0475533921162196
US-xYE,0.0012549462683852,0.0354252207951519,0.6422068136053889,0.0515928845412226,0.0221325516793524
ZM-Mon,0.0022170736803827,0.0470858118798304,0.7235732816472764,0.0701220646921009,0.034781646516333
