site,ensemble_mse_scaled_no_stability,full_mse_scaled_no_stability,ensemble_rmse_scaled_no_stability,full_rmse_scaled_no_stability,ensemble_r2_no_stability,full_r2_no_stability,ensemble_relative_error_no_stability,full_relative_error_no_stability,ensemble_mae_no_stability,full_mae_no_stability,O_hat_count_no_stability,ensemble_mse_scaled_stability,full_mse_scaled_stability,ensemble_rmse_scaled_stability,full_rmse_scaled_stability,ensemble_r2_stability,full_r2_stability,ensemble_relative_error_stability,full_relative_error_stability,ensemble_mae_stability,full_mae_stability,G_hat_count,O_hat_count_stability,O_hat,ensemble_mse_scaled_diff,ensemble_rmse_scaled_diff,ensemble_r2_diff,ensemble_relative_error_diff,ensemble_mae_diff
CZ-BK1,0.0020823007014382,0.0021000208059798,0.0456322331410407,0.0458259839608479,0.7685151996171856,0.7665452944734472,0.0575660691112745,0.0581266330840897,0.0290574235301467,0.0293088668437861,52,0.002098623628756,0.0021000208059798,0.0458107370466365,0.0458259839608479,0.7667006155999925,0.7665452944734472,0.0580738928483863,0.0581266330840897,0.0292879833417233,0.0293088668437861,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",1.6322927317799843e-05,0.00017850390559579626,-0.0018145840171931438,0.0005078237371117997,0.0002305598115765993
CZ-BK2,0.0057718650262816,0.0058991219470715,0.0759727913550743,0.0768057416282896,0.5085080702268677,0.4976717548779769,0.2807949232960527,0.2790792939002649,0.0520718951072714,0.0518892721120929,52,0.0058929107199454,0.0058991219470715,0.0767652963255234,0.0768057416282896,0.4982006598320246,0.4976717548779769,0.2789988541976302,0.2790792939002649,0.0518733501214542,0.0518892721120929,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",0.00012104569366379932,0.0007925049704490955,-0.01030741039484312,-0.0017960690984225036,-0.0001985449858172006
CZ-KrP,0.003142771377613,0.0031570321724935,0.0560604261276441,0.0561874734482117,0.6379737733862745,0.6363310252704364,0.0700868218648308,0.0701110593364377,0.0367072613433491,0.0367436021462383,52,0.0031556402500332,0.0031570321724935,0.0561750856700129,0.0561874734482117,0.6364913654210428,0.6363310252704364,0.070079005007503,0.0701110593364377,0.0367293240718499,0.0367436021462383,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",1.2868872420199965e-05,0.00011465954236879877,-0.0014824079652316913,-7.816857327799798e-06,2.2062728500804596e-05
CZ-Lnz,0.0031645101576146,0.003149477742541,0.0562539790380613,0.0561202079695103,0.7472776464662173,0.7484781568540707,0.1119895420107184,0.1118196945549005,0.0417178659226609,0.041584067952061,52,0.003146301562603,0.003149477742541,0.056091902825658,0.0561202079695103,0.7487318111731298,0.7484781568540707,0.111694916666759,0.1118196945549005,0.0415509187750647,0.041584067952061,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",-1.8208595011599913e-05,-0.0001620762124033004,0.0014541647069125085,-0.00029462534395939544,-0.00016694714759619977
CZ-RAJ,0.0030001772007831,0.0029959308510294,0.0547738733410664,0.0547350970678725,0.8434214598670842,0.8436430758586878,0.1129332219564707,0.1125042699256868,0.0377032351836172,0.0375914740127918,52,0.0029909366472097,0.0029959308510294,0.0546894564537789,0.0547350970678725,0.843903722177513,0.8436430758586878,0.1126929964116502,0.1125042699256868,0.0376226369258731,0.0375914740127918,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",-9.240553573399996e-06,-8.44168872874973e-05,0.00048226231042880485,-0.00024022554482049097,-8.059825774409807e-05
CZ-Stn,0.0023594697727897,0.0023573531635546,0.0485743736222072,0.0485525814303894,0.722498453928355,0.7227473922033719,0.1017345230186012,0.1021994921762137,0.0348912751113772,0.0350508844310606,52,0.0023577754071051,0.0023573531635546,0.0485569295477501,0.0485525814303894,0.7226977313687843,0.7227473922033719,0.102222789217824,0.1021994921762137,0.0350579604207068,0.0350508844310606,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",-1.6943656846002235e-06,-1.7444074457098613e-05,0.00019927744042935736,0.000488266199222806,0.00016668530932960335
CZ-wet,0.0047227360631683,0.0046652660378158,0.0687221657339784,0.0683027527835875,0.7249785833222693,0.7283252636316391,0.1462867798791987,0.1459883974234038,0.0493621082710833,0.0491218518268529,52,0.0046838781987299,0.0046652660378158,0.0684388646803109,0.0683027527835875,0.72724141249248,0.7283252636316391,0.1461059838513251,0.1459883974234038,0.0491999545038972,0.0491218518268529,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",-3.885786443839998e-05,-0.0002833010536674868,0.0022628291702107006,-0.00018079602787360316,-0.00016215376718610452
DE-Geb,0.0026375189227028,0.0026266092686556,0.0513567806886572,0.0512504562775361,0.5084337972933144,0.5104670783312861,0.0702213348437381,0.0707363170427429,0.0310319561083363,0.0312231873354754,52,0.0026273662741184,0.0026266092686556,0.0512578410988842,0.0512504562775361,0.5103259918361012,0.5104670783312861,0.0707619510199774,0.0707363170427429,0.0312334220865456,0.0312231873354754,103,6,"[['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",-1.015264858439998e-05,-9.893958977300055e-05,0.0018921945427867737,0.0005406161762392947,0.00020146597820929965
DE-Gri,0.0025136734489298,0.0024985081779601,0.0501365480356381,0.0499850795534044,0.6669357808158958,0.6689451942249363,0.061076052007839,0.0607243563543415,0.0306438379992456,0.0305001652033128,52,0.0024996114904004,0.0024985081779601,0.0499961147530532,0.0499850795534044,0.6687990042349043,0.6689451942249363,0.0607629577561993,0.0607243563543415,0.0305156964101486,0.0305001652033128,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",-1.4061958529400058e-05,-0.00014043328258490223,0.001863223419008575,-0.000313094251639702,-0.00012814158909699863
DE-Hai,0.0047500574175985,0.0047767151442902,0.0689206603102332,0.0691137840397289,0.6250106509115165,0.6229061787543427,0.1741306991120589,0.1747685242035286,0.050734048948418,0.0508486077762291,52,0.0047893983150179,0.0047767151442902,0.0692054789378552,0.0691137840397289,0.6219049163447745,0.6229061787543427,0.1752076326082425,0.1747685242035286,0.0509653577696024,0.0508486077762291,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",3.9340897419399765e-05,0.00028481862762200216,-0.0031057345667420133,0.0010769334961835964,0.00023130882118439777
DE-HoH,0.0028638005149013,0.0028799421847388,0.0535144888315433,0.0536650927953996,0.7672018152327569,0.7658896597883661,0.1079147330568806,0.1083545108925232,0.0391350357196654,0.0392649741438865,52,0.0028792561031812,0.0028799421847388,0.053658700162986,0.0536650927953996,0.7659454313200718,0.7658896597883661,0.1083672580850065,0.1083545108925232,0.0392581793221531,0.0392649741438865,103,6,"[['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",1.5455588279899776e-05,0.00014421133144270487,-0.0012563839126851217,0.0004525250281258997,0.0001231436024876978
DE-Hte,0.0011170952141323,0.0011283407434013,0.0334229743459845,0.0335907836080273,0.686913371073034,0.683761603162132,0.0575846632380251,0.05793409176349,0.0231303854919205,0.0232613529855444,52,0.001127791867979,0.0011283407434013,0.0335826125841795,0.0335907836080273,0.6839154356676082,0.683761603162132,0.0578754408100638,0.05793409176349,0.023240838047149,0.0232613529855444,103,6,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",1.0696653846700016e-05,0.00015963823819500206,-0.002997935405425811,0.00029077757203870014,0.00011045255522849906
DE-Hzd,0.0022349145421144,0.002225779870171,0.0472748827826618,0.0471781715433217,0.6409216466245058,0.6423892924329797,0.0617357016955393,0.0613084446178141,0.0327592668096943,0.0325795227445982,52,0.0022543583711622,0.002225779870171,0.0474800839422408,0.0471781715433217,0.6377976532966881,0.6423892924329797,0.0614593696490128,0.0613084446178141,0.0326958676263816,0.0325795227445982,103,6,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",1.9443829047800093e-05,0.00020520115957899793,-0.0031239933278176535,-0.0002763320465264951,-6.339918331269706e-05
DE-Kli,0.0029895731204734,0.0032176255366159,0.0546769889484914,0.0567241177685109,0.5722285457036955,0.5395970261596641,0.0975514054303182,0.0994442384821972,0.0351735277524971,0.0358284172056495,52,0.0031812311510044,0.0032176255366159,0.0564024037697371,0.0567241177685109,0.5448046188940945,0.5395970261596641,0.0991138568873649,0.0994442384821972,0.0357156081526652,0.0358284172056495,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",0.00019165803053099997,0.001725414821245698,-0.02742392680960104,0.0015624514570466985,0.0005420804001681004
DE-Lkb,0.0056349710660159,0.0055840396192233,0.0750664443411031,0.0747264318646575,0.721978492775661,0.7244913783675323,0.1804554157168299,0.179257978234687,0.0520269691628258,0.0516806906826038,52,0.0055778264393447,0.0055840396192233,0.0746848474547866,0.0747264318646575,0.7247979278802545,0.7244913783675323,0.1792752583312934,0.179257978234687,0.0516813439589685,0.0516806906826038,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",-5.714462667120047e-05,-0.00038159688631650424,0.002819435104593593,-0.0011801573855365066,-0.0003456252038573013
DE-Lnf,0.0047106936215785,0.0046936051039127,0.0686344929432612,0.0685098905553987,0.7751844465572088,0.7759999877206099,0.2171845742106473,0.2158834488370962,0.0509190554391943,0.0506901024799629,52,0.0046944328743535,0.0046936051039127,0.0685159315367862,0.0685098905553987,0.7759604827804171,0.7759999877206099,0.2159937576993895,0.2158834488370962,0.0507014668024703,0.0506901024799629,103,6,"[['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",-1.626074722499947e-05,-0.00011856140647499569,0.0007760362232083207,-0.0011908165112577973,-0.00021758863672399764
DE-Obe,0.0033945069156679,0.0034586773733642,0.0582623970985399,0.0588105209411056,0.6975759944260882,0.6918589087526312,0.1017978391633211,0.1032234531165082,0.0377743099046747,0.0382554656933264,52,0.0034599295205059,0.0034586773733642,0.0588211655826874,0.0588105209411056,0.6917473522398381,0.6918589087526312,0.1032314639641759,0.1032234531165082,0.0382568630627613,0.0382554656933264,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",6.542260483800031e-05,0.000558768484147501,-0.005828642186250121,0.0014336248008548075,0.00048255315808659605
DE-RuR,0.0018947566778383,0.0018953668075522,0.0435288028532638,0.0435358106339165,0.7859826795413308,0.7859137639238087,0.0505841332313665,0.0505418569886701,0.0267080623349462,0.026696424293681,52,0.0018953659418516,0.0018953668075522,0.0435358006915185,0.0435358106339165,0.7859138617067731,0.7859137639238087,0.0505369178720475,0.0505418569886701,0.0266945834571964,0.026696424293681,103,6,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",6.092640132998768e-07,6.9978382547034035e-06,-6.881783455769952e-05,-4.721535931900139e-05,-1.3478877749800722e-05
DE-RuS,0.0056757786939373,0.0057122196587007,0.0753377640625025,0.0755792276932012,0.4115593527473197,0.4077813081743656,0.1901757781410888,0.1921913531971901,0.047492298888775,0.0479762742398311,52,0.0057086297331105,0.0057122196587007,0.0755554745409656,0.0755792276932012,0.4081534964240898,0.4077813081743656,0.1919028473853099,0.1921913531971901,0.0479210620726135,0.0479762742398311,103,6,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day', 'LST_TERRA_Night', 'LAI', 'fPAR']]",3.2851039173199814e-05,0.00021771047846309843,-0.003405856323229872,0.0017270692442211133,0.00042876318383849865
