test_site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
CN-Du3,0.0004556005316066,0.000455722606673,0.0213448010439704,0.0213476604496383,-21.56382532897885,-21.569871152641294,0.0363998788868701,0.0364734913730986,0.0181666673616045,0.0182043673964352,13
CN-Ha2,0.0002974031220897,0.0003002418675728,0.0172453797316769,0.0173274887843823,0.4433268924960617,0.4380133865099039,0.0277626917394869,0.0278164029611598,0.0143012051738726,0.0143283702829863,13
CN-HaM,0.0003891212643559,0.0003927241562633,0.0197261568572265,0.0198172691424252,0.0406145823800254,0.0317315881212696,0.0316854006145065,0.0318190340633944,0.0161319640975817,0.016199260551969,13
CN-Qia,0.0003369242295057,0.0003370052045434,0.0183554958937584,0.0183577015049131,0.7297039408628747,0.7296389789763009,0.0221275884158124,0.0221239089264767,0.0121702659925037,0.0121685228795032,13
CN-Sw2,0.000744680422469,0.0007432817778197,0.027288833292558,0.0272631945637289,-4.140499967267877,-4.130845177700538,0.0440481267898556,0.0441352872067321,0.0219757701881335,0.0220216750926147,13
CZ-BK1,0.0007489200989367,0.0007478963414226,0.0273664045672207,0.0273476935302164,0.5935138783284114,0.594069536030817,0.0384960439731738,0.0385340042854245,0.0209027820794998,0.0209153781751,13
CZ-BK2,0.0004001040703206,0.0004028518599949,0.0200026015888098,0.0200711698711102,0.5480023111119681,0.5448981322883419,0.0313710119134017,0.0314749536276826,0.016376193170804,0.016427882650127,13
CZ-KrP,0.0004424281418431,0.0004437943483187,0.0210339758924252,0.0210664270420682,0.559488398088517,0.558128109837803,0.0236434694446571,0.0236886016225797,0.0127954113883134,0.0128166196661886,13
CZ-Lnz,0.0007278874274324,0.0007281785452709,0.0269793889373442,0.0269847835876256,0.6690710262937175,0.668938671586256,0.0340506645740314,0.0340298278665229,0.0188814751361252,0.0188731326785545,13
CZ-RAJ,0.0003011377481254,0.0003012990200729,0.0173533209537947,0.0173579670489652,0.7135700115258303,0.7134166162030402,0.0243966288590678,0.0245146636642076,0.0130629146522717,0.0131176890021828,13
CZ-Stn,0.0005441424257945,0.0005452840465208,0.0233268606073463,0.0233513178754623,0.6488819824322751,0.6481453304322882,0.0314888658524844,0.0315419899352181,0.0168637782976086,0.0168888845304081,13
CZ-wet,0.0003022563672058,0.0003045183057745,0.0173855217697321,0.0174504528816451,0.6769104080797466,0.6744925638640533,0.0226637000038387,0.022767992440465,0.012082374834157,0.0121330343230462,13
DE-Geb,0.0006317267280824,0.0006318653298946,0.0251341745056886,0.0251369315926707,0.5174716339773875,0.5173657665144582,0.0260866732469132,0.0260927920998058,0.0143988112273082,0.0144000462862208,13
DE-Gri,0.0004675939481062,0.000468982544277,0.02162392073853,0.0216560048087613,0.6365078033262016,0.6354283542133892,0.0288803287205583,0.0289888382143142,0.0155948165162459,0.0156504473970139,13
DE-Hai,0.0005376679540049,0.0005375454613081,0.0231876681450496,0.0231850266617942,0.6629047910842912,0.6629815888568271,0.0311574663101574,0.0311594176852278,0.0167895270778839,0.0167895459582641,13
DE-HoH,0.0005532078880744,0.0005537379445365,0.023520371767353,0.023531637098523,0.6788248152704988,0.6785170810790707,0.0298821398701081,0.0299079839677533,0.0162742813325059,0.0162879909614058,13
DE-Hte,0.0002815000441032,0.0002792283981812,0.016777963049882,0.0167101286105544,0.4833814051322734,0.4875504081175688,0.0239507837024572,0.0237996446959005,0.0123642463120619,0.0122877558393968,13
DE-Hzd,0.0005897136139782,0.0005925338375414,0.0242840197244657,0.0243420179430843,0.574085692998566,0.5720488169013584,0.0352094409849079,0.0353329415141541,0.0186402640710318,0.0187045779117507,13
DE-Kli,0.0006454946199923,0.0006456410571044,0.0254065861538367,0.0254094678634655,0.5139835697456028,0.5138733119056383,0.0255613713520163,0.0256190984585506,0.014197136082219,0.0142233151018733,13
DE-Lkb,0.0002449225890907,0.000249540992187,0.0156500028463505,0.0157968665306448,-0.4293419184109519,-0.4562944227351151,0.0218143108851738,0.0219993007634683,0.0111925309162915,0.0112885420823637,13
DE-Lnf,0.000615248520943,0.0006151594165241,0.0248042036949993,0.0248024074743586,0.646969383033547,0.6470205112962052,0.0287120452527085,0.0287395025886974,0.0160005929344519,0.0160111552034661,13
DE-Obe,0.0005243018631535,0.0005240943810256,0.0228976388117545,0.0228931077188227,0.6272850882826342,0.6274325828624485,0.0331517820120747,0.0332210905947459,0.0178098148712922,0.0178399953798997,13
DE-RuR,0.0005571282436778,0.0005557921233567,0.0236035642155558,0.0235752438663263,0.6488592570237739,0.6497013724390035,0.0278094381549775,0.0279179170235115,0.0154662645737653,0.0155145841211166,13
DE-RuS,0.001206850762208,0.0012032761838733,0.0347397576590282,0.0346882715607645,0.4156845326629271,0.4174152200648473,0.0315895480168135,0.0315209992954122,0.0184001198836613,0.0183600765229174,13
DE-RuW,0.0008431039818281,0.0008420614165522,0.0290362528888999,0.0290182945148787,0.5445732392935452,0.5451364107844471,0.038844818672819,0.0388318327389944,0.0210687345698601,0.0210599287985537,13
DE-Seh,0.0008828008800253,0.0008845564671187,0.0297119652669657,0.0297414940297003,0.4819130002462231,0.4808827035274879,0.0307016778489811,0.0307901681109644,0.0174081004518349,0.0174555195114947,13
DE-SfN,0.0002046262797219,0.0002073659497609,0.0143047642316115,0.0144002065874404,0.4456602648532496,0.4382384030774584,0.0189858912579888,0.0191760775357309,0.0097795377923394,0.0098757236045082,13
DE-Tha,0.0002803105550619,0.0002795892608273,0.0167424775664153,0.0167209228461628,0.6934743995858238,0.6942631502922825,0.0251350697832431,0.0250328498093127,0.0132015952747013,0.0131523372883795,13
DK-Fou,0.0003356402514705,0.0003357054484752,0.0183204872061468,0.0183222664666598,0.5690093221861918,0.5689256036776882,0.0218288493475478,0.0217571179677365,0.011765556385623,0.0117316384354001,13
DK-Gds,0.0006843107999762,0.0006801596868308,0.0261593348534754,0.0260798712962863,0.5154015794087787,0.5183412127946967,0.033379635323694,0.0330971440669774,0.0179747863442909,0.0178384380626453,13
DK-Skj,0.0002597898102634,0.0002601265356314,0.0161179964717524,0.0161284387226865,0.6790709269220523,0.6786549561796524,0.0192272571431238,0.0192221809940912,0.0102736371184165,0.0102732751857216,13
DK-Sor,0.0010340586997973,0.001033321870329,0.0321567831071047,0.0321453242374227,0.5408103225512866,0.5411375230148252,0.0314884929536818,0.0315276374379341,0.0183686160738993,0.0183872675211148,13
DK-Vng,0.0004874670025407,0.0004874114597481,0.0220786549078697,0.0220773970328969,0.5751100741120962,0.5751584867696149,0.0230280263593429,0.023094530345986,0.0126772852111416,0.0127075269538497,13
ES-Abr,0.0002893019885696,0.0002818360031004,0.0170088796976666,0.0167879719769967,0.3301948804951232,0.3474804695579168,0.0242601084870126,0.0240508694142198,0.0125873337761839,0.0124772614798685,13
ES-Agu,0.0004216101732709,0.0004192906203702,0.0205331481578184,0.0204765871270164,-3.38745534943528,-3.363317092278911,0.0321978860391026,0.0322352710041026,0.0162620109228782,0.0162809309198928,13
ES-Amo,0.000805255122229,0.00080561960419,0.0283770175005939,0.0283834389070475,-12.69128200351465,-12.697479077183154,0.0433794415217558,0.0435306002494245,0.0215737362141083,0.0216509015556851,13
ES-LJu,0.0004880451260791,0.0004895755757297,0.0220917433915733,0.0221263547772736,-14.775956527243268,-14.825427991797866,0.0347467840992921,0.0350201731525791,0.0175439781191603,0.017681594264096,13
ES-LM1,0.0002556163135783,0.0002505532445884,0.0159880053032998,0.0158288737624773,0.6098014284227602,0.6175302085620225,0.021185997275397,0.0211311289369926,0.0112619764935843,0.0112270862772384,13
ES-LM2,0.0002397952222188,0.0002347262136457,0.0154853227999577,0.0153207771880475,0.6188638893314358,0.6269206896071752,0.0208722288203354,0.0208516460856354,0.0110574562945722,0.011040226879925,13
ES-LgS,0.0003351914124822,0.0003361299359787,0.0183082334615388,0.018333846731625,-2.340673244238689,-2.350027005155919,0.0268231259878901,0.0269579064677992,0.0137398005500926,0.0138074357203911,13
FI-Hyy,0.0001765597627057,0.0001765491502951,0.0132875792643279,0.0132871799225846,0.7509077063770695,0.7509226784730444,0.0192975590750946,0.0192595411786745,0.0101645931051169,0.0101473277239662,13
FI-Ken,0.0001188692383209,0.0001185872055021,0.0109027170155423,0.0108897752732636,0.6373066226661744,0.6381671601527339,0.0175714676368181,0.017521781315449,0.0090154493902146,0.0089917206840975,13
