test_cluster,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
3,0.0006669503917939004,0.0006681766522146059,0.025825382703725815,0.025849113180428568,0.5361939219123095,0.5353411642807986,0.03276863313597032,0.032734526113081856,0.017587229338426335,0.01757198989244144,13
