test_cluster,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
8,0.0007480520656213409,0.0007473881645891288,0.027350540499619762,0.027338400914997365,0.5420655174692459,0.5424719372755801,0.04228415971685437,0.04229003633186721,0.01904606601743493,0.019046187123232423,13
