test_cluster,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
1,0.0005598571294233385,0.0005595479926336741,0.023661300247943655,0.023654766805734403,0.4709297819008076,0.4712219190553325,0.028437344087252132,0.028438216847096933,0.015247560697497239,0.015248483272485338,13
