test_cluster,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
2,0.000511958916989312,0.0005070078860462794,0.022626509164900183,0.022516835613519928,0.3909615241765667,0.39685138806844267,0.030913362655038364,0.03100286417732031,0.016144735001298028,0.016190226942998008,7
