test_cluster,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
7,0.00045711426946725813,0.0004578553980861801,0.021380230809494506,0.021397555890479175,-1.6445859369837468,-1.6488736577004537,0.03309251421786753,0.033220354606556424,0.01681782543946846,0.016881878059758708,13
