test_cluster,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
5,0.0008161850938479448,0.0008145791291898873,0.028568953320833174,0.02854083266462083,0.5408744627722247,0.541777860043208,0.032954190180093816,0.03294136164717161,0.01819219240986587,0.01818106991091022,13
