site_id,mse,rmse,r2,relative_error,mae
FR-LBr,0.0034060783218592,0.0583616168543953,0.7579735517501831,0.1147482767701149,0.0401364788413047
FR-LGt,0.001701294328086,0.0412467493032612,0.7456693649291992,0.0782380402088165,0.0307726208120584
FR-Lam,0.0081216320395469,0.0901200978669406,0.4201346039772033,0.2137336134910583,0.0519942119717597
FR-Mej,0.0021950183436274,0.0468510228663948,0.6081303358078003,0.1318056732416153,0.0352906323969364
FR-Pue,0.0062649631872773,0.0791515204356638,0.494458258152008,0.2201446145772934,0.0545998662710189
FR-Tou,0.0040077338926494,0.06330666546778,0.607401967048645,0.1142905056476593,0.0487092062830925
GF-Guy,0.0066870604641735,0.0817744487243635,0.5708717107772827,0.2540879547595978,0.0619903802871704
GH-Ank,0.0032258911523967,0.0567969290754068,0.3955089449882507,0.1168016493320465,0.0459883026778698
GL-NuF,0.0057462505064904,0.0758040269806985,0.666875958442688,0.1867841929197311,0.0557720437645912
GL-ZaF,0.0046118190512061,0.0679103751366911,0.7423492074012756,0.281046062707901,0.0493519492447376
GL-ZaH,0.0032416905742138,0.0569358461271443,0.508380651473999,0.1292040050029754,0.0437865480780601
IL-Yat,0.0058200471103191,0.0762892332529246,0.2265692353248596,0.2146176248788833,0.0567723661661148
IT-BCi,0.0047515765763819,0.0689316804987512,0.2277455329895019,0.1422563940286636,0.0498389601707458
IT-BFt,0.0083526829257607,0.0913930135500561,0.0288371443748474,0.1763892173767089,0.0708418935537338
IT-CA1,0.0062816925346851,0.0792571292357043,0.6795123815536499,0.191443994641304,0.047397892922163
IT-CA2,0.0062893079593777,0.0793051572054287,0.3482291102409363,0.2416617274284362,0.0531581565737724
