test_site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count,O_hat
GL-NuF,0.0001373082483064,0.0001333306,0.011717860227295,0.0115468865,0.512389566847687,0.5265150666236877,0.019922038767255,0.019536326,0.0080111912829081,0.007862705,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
IT-Lav,0.0019982948113944,0.0020059005,0.0447022908964899,0.04478728,0.611029807965906,0.6095494031906128,0.0545709268167149,0.05489794,0.0264688688625671,0.026613897,13,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
IT-Ro2,0.0011662823011499,0.0011745006,0.0341508755546614,0.034270987,0.6532471706608622,0.6508037447929382,0.0507953199305667,0.051209386,0.0217413646248992,0.02190856,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
IT-SRo,0.0015454206358403,0.0015395029,0.0393118383676006,0.0392365,0.5759534784623879,0.5775772929191589,0.057700153782148,0.05844916,0.0262490509172788,0.026465422,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
JP-SMF,0.0008824800546717,0.000885974,0.0297065658512013,0.029765315,0.6342831407641374,0.6328351497650146,0.0466988225477638,0.046868682,0.0193887501307451,0.019462347,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
NL-Hor,0.0011095706208882,0.0010803528,0.0333102179651866,0.03286872,0.5564334845576397,0.5681136846542358,0.0520840919716391,0.05143084,0.0220309015750413,0.021747284,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
PA-SPn,0.0015958001060499,0.0015919302,0.0399474668289484,0.039899,0.5823028003547381,0.5833157300949097,0.0634430433183068,0.06341329,0.02704411682328,0.02703014,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
PA-SPs,0.0021755389188475,0.0021980412,0.0466426727241003,0.04688327,0.6409893292927877,0.6372759342193604,0.0749309981098441,0.0753392,0.0330079597983201,0.03317602,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-AR1,0.0003159408166014,0.00031487475,0.0177747240935386,0.01774471,0.4468517099059168,0.4487181901931762,0.0270894774953057,0.026826605,0.0108509826752698,0.010756609,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-ARM,0.0010584704149197,0.0010675912,0.0325341422957445,0.032674015,0.5057860285474218,0.5015273690223694,0.0407871207577814,0.040835682,0.0181000346197782,0.018137673,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-ARb,0.000955333135475,0.00096264464,0.0309084638161631,0.031026514,0.682789181593257,0.6803615093231201,0.0437181149557169,0.044039965,0.018942562821114,0.019083658,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-BZB,0.0002480851151105,0.00023974507,0.0157507179236552,0.015483703,0.4131098139302643,0.4328396916389465,0.0247050828222729,0.024138888,0.0099420186876066,0.009728161,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-Bi2,0.0037188866773526,0.0037010713,0.0609826752229901,0.06083643,0.5688291671229172,0.570894718170166,0.0545276626627903,0.05430357,0.0286871292230335,0.028587986,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-CF1,0.0006831817930154,0.0006942547,0.0261377465175455,0.026348714,0.7050139192791387,0.7002328634262085,0.0264258922643251,0.026736476,0.0119535059934502,0.012091235,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-CS3,0.0013135929175649,0.001341261,0.0362435224221513,0.03662323,0.668494200798857,0.6615117788314819,0.0379423857239953,0.03778081,0.0177968882507842,0.017784022,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-EDN,0.0002799522160922,0.00028096227,0.0167317726524207,0.016761929,0.4284063552372533,0.4263440370559692,0.0256412876065726,0.025633328,0.0106297763651758,0.010627856,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-IB2,0.0007718430999121,0.0007732543,0.0277820643565615,0.02780745,0.7350315692832634,0.7345471382141113,0.036438028295995,0.036423147,0.0158154740583493,0.01580949,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-KS2,0.0005752987083326,0.00058505515,0.0239853853071544,0.024187913,0.7726870325693248,0.7688320279121399,0.0387628877099646,0.039297257,0.0164770171024587,0.016691338,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-Me4,0.0018447824399756,0.0018820739,0.0429509306066309,0.043382876,0.1246467371709599,0.1069517731666565,0.0728468772753342,0.073344395,0.0308524583771452,0.03112752,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
US-Me6,0.0005770660361462,0.0005868834,0.0240221988199724,0.024225676,0.3895669345382438,0.3791819214820862,0.037177663520264,0.037721906,0.0156252740056612,0.015844533,14,"[['hour', 'fPAR', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night'], ['hour', 'fPAR', 'LAI', 'NDWI_band7', 'NIRv', 'EVI', 'LST_TERRA_Night']]"
