site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
CA-NS5,0.0018624562829539,0.0019284883,0.043156184759012,0.043914557,0.9020390187577696,0.8985658884048462,0.0628458117113009,0.06469406,0.0240768086761886,0.024703883,8
CA-NS6,0.0047250849315381,0.004548612,0.0687392532075969,0.0674434,0.7699829623238159,0.7785736918449402,0.0989182631002937,0.10052523,0.0315127977994475,0.031596616,8
CA-NS7,0.0030243629856365,0.0027051824,0.054994208655426,0.052011367,0.6446138483878868,0.6821200251579285,0.0826844068019629,0.078188576,0.0303172806411453,0.028540742,8
CA-Oas,0.0020418936161587,0.0021671334,0.0451873169834058,0.04655248,0.8645141628035458,0.856204092502594,0.0757322968146034,0.07835811,0.0212755041101602,0.02187938,8
CA-Obs,0.0017407262810412,0.00176198,0.0417220119486254,0.041975945,0.9167671113370564,0.9157508611679076,0.0602216444021668,0.060692005,0.0226524001036124,0.022802074,8
CA-Qfo,0.0007258660780369,0.0007247105,0.0269419019008865,0.026920449,0.8861597778101594,0.8863409757614136,0.0273425113362745,0.027248599,0.0156245664024841,0.015570145,8
CA-SF1,0.002794415039446,0.0027958457,0.0528622269626062,0.052875757,0.8399370892492173,0.8398551344871521,0.0851538028682411,0.08536888,0.0371827068996084,0.037248448,8
CA-SF2,0.0065497106632704,0.0065811262,0.0809302827331674,0.08112414,0.591615428922481,0.5896565914154053,0.1076860867499895,0.109689444,0.0535446690044948,0.05429944,8
CA-SF3,0.0011066459272002,0.0011149767,0.0332662881488185,0.033391267,0.7206216941355668,0.7185185551643372,0.0418084476776264,0.042109758,0.0210673740743482,0.021219907,8
CA-TP1,0.0034507040184516,0.0034154884,0.0587426933196941,0.05844218,0.7417502769817379,0.744385838508606,0.0489421087124573,0.048779737,0.0299187745778605,0.029795561,8
CA-TP4,0.0018421659715251,0.0018915954,0.0429204609891961,0.043492477,0.8474710293856924,0.8433783650398254,0.049620064789963,0.049877465,0.0256652456629486,0.025888368,8
CA-TPD,0.0016128261333693,0.0015831168,0.040160006640554,0.0397884,0.8570524961368998,0.8596856594085693,0.0554050720946982,0.055066258,0.0227651297056276,0.022528218,8
CH-Aws,0.0014928918369551,0.0015026829,0.0386379584988016,0.038764454,0.8179977867579002,0.8168041110038757,0.0378935905104743,0.03798343,0.0209302111133244,0.020984212,8
CH-Cha,0.003022175777097,0.0030312077,0.0549743192508747,0.055056404,0.7445474482831314,0.7437840104103088,0.1014232794211133,0.10200687,0.0339038983532147,0.03390589,8
CH-Dav,0.0003390854982782,0.00033867345,0.018414274307673,0.018403083,0.7720459682903718,0.7723230123519897,0.02436991178512,0.024337204,0.0117647737523471,0.011747064,7
CH-Fru,0.0023976284387394,0.0024149735,0.0489655842274903,0.04914238,0.7475176530890435,0.745691180229187,0.0743078542516843,0.074592896,0.0281910274068545,0.02836134,8
CH-Lae,0.0013856107480232,0.0013707627,0.0372237927678413,0.037023813,0.7101092021681867,0.7132156491279602,0.0572490342373315,0.057293404,0.0235430388930407,0.023499101,8
CH-Oe1,0.0070758655856725,0.00704325,0.0841181644216788,0.08392407,0.4708226644263843,0.4732618927955627,0.1483991253465039,0.14825033,0.0430150509650328,0.043020044,8
CH-Oe2,0.001957397334111,0.0019475468,0.0442424833628384,0.04413102,0.567958708561028,0.5701329708099365,0.052230010589789,0.051966038,0.0243423632386723,0.024224667,8
CN-Cha,0.0023428947825894,0.0023701978,0.0484034583742672,0.04868468,0.890561011715042,0.889285683631897,0.0798394925111902,0.0802283,0.0287295724899485,0.02894172,8
CN-Cng,0.0022567987912147,0.0022702476,0.0475057763983992,0.047647115,0.7390144779216594,0.7374592423439026,0.121290695956818,0.12183589,0.0249147320537349,0.024980154,8
CN-Dan,0.0019646171619402,0.0020170386,0.0443240020975123,0.04491145,0.8351319987315482,0.8307328820228577,0.0671408747264372,0.06841312,0.022491761920703,0.022999374,8
CN-Din,0.0033129587549448,0.0033441812,0.057558307436415,0.057828896,0.8868817110643106,0.8858156204223633,0.0926186342075279,0.09290784,0.0350068411794116,0.035154954,8
CN-Du2,0.0021221916673164,0.002096643,0.0460672515711156,0.045789115,0.6136064880047171,0.6182581782341003,0.0673314746552589,0.06737316,0.0243505589288129,0.024312379,8
CN-Du3,0.0004470925951947,0.0004075605,0.021144564199688,0.020188127,0.8773695969579952,0.8882126212120056,0.0485876219652052,0.049096,0.0156830166286401,0.015590184,8
CN-Ha2,0.0038379338881459,0.0038111655,0.061951060427937,0.06173464,0.8837336375557107,0.8845445513725281,0.0864115816966709,0.086771436,0.0332807712930743,0.033300113,8
CN-HaM,0.0233409345696535,0.023299688,0.1527774020254746,0.15264235,-0.0985490317731452,-0.0966078042984008,0.3709458247573396,0.37039685,0.0890923158580117,0.088958934,8
CN-Qia,0.0017916426369827,0.0017893962,0.0423277998126856,0.042301256,0.8929409989783826,0.8930752277374268,0.0648998349186086,0.06497943,0.0252710742363162,0.025280267,8
CN-Sw2,0.001780239729441,0.001810858,0.0421928871901535,0.042554177,0.0028403271022401,-0.0143097639083862,0.0618256703084387,0.06243792,0.0278612576762778,0.02815248,8
CZ-BK1,0.0011660977165865,0.0011571193,0.0341481729611786,0.034016456,0.8703674752813325,0.8713656067848206,0.0367097849122927,0.03654452,0.0189620099006644,0.018879946,8
CZ-BK2,0.0036170827925778,0.003692667,0.0601421881259553,0.06076732,0.6919943564552613,0.6855580806732178,0.1249429842738583,0.12597898,0.0289981612389641,0.02931173,8
CZ-KrP,0.003770381827335,0.00374673,0.0614034349799342,0.06121054,0.5656772504782817,0.5684017539024353,0.0554681975503983,0.05574008,0.032220696470713,0.03232131,8
CZ-Lnz,0.001571692675394,0.0015309699,0.0396445793948439,0.03912761,0.8744823520311262,0.8777345418930054,0.0483529297192667,0.047981273,0.0207559795215556,0.020526305,8
CZ-RAJ,0.0016086667965177,0.0016199722,0.0401081886466811,0.04024888,0.916044059499788,0.9154540300369264,0.0725697844604496,0.07238009,0.0253442174560679,0.025322199,8
CZ-Stn,0.00149209364733,0.0014804188,0.0386276280313722,0.03847621,0.8245121430277125,0.8258852362632751,0.0590969536707757,0.05874017,0.0217515708828577,0.021679971,8
CZ-wet,0.0026305617118126,0.0026761696,0.051289001860171,0.05173171,0.846813203413373,0.8441572785377502,0.078638387165564,0.07884764,0.0286346026528853,0.02888466,8
DE-Geb,0.0025738596634333,0.0025225778,0.0507332205111537,0.05022527,0.5202982582747564,0.5298559665679932,0.054523669803043,0.053829357,0.0252256654482203,0.024904408,8
DE-Gri,0.0021363436939053,0.0021200564,0.0462205981560749,0.04604407,0.7169323467125777,0.7190904021263123,0.0497141360711246,0.049549013,0.0253724188665016,0.025310831,8
DE-Hai,0.0032567922053871,0.0032239524,0.0570683117446728,0.056779858,0.742895236447057,0.7454877495765686,0.0940670516344798,0.09317868,0.0309339502892604,0.030699192,8
DE-HoH,0.0016299333400211,0.0016406213,0.040372432921749,0.040504586,0.867502809335309,0.8666340112686157,0.0566890297838215,0.056722973,0.0226232173482561,0.022650823,8
DE-Hte,0.0007867678727637,0.0007912338,0.02804938275192,0.02812888,0.7794937280946517,0.7782420516014099,0.0375351160313082,0.03768634,0.0154272186133715,0.015487636,8
DE-Hzd,0.0016249776438747,0.0015958374,0.040311011446933,0.039947934,0.7389187435853775,0.743600606918335,0.0443006685058958,0.04407902,0.0238062869463838,0.023660686,8
DE-Kli,0.0032438962255094,0.003218434,0.0569552124525005,0.056731243,0.5358380109623416,0.5394814014434814,0.0766441383195893,0.0764322,0.0293952297203153,0.029301494,8
DE-Lkb,0.0040401560279554,0.003990303,0.0635622217040549,0.063168846,0.8006644124425231,0.8031241297721863,0.1067727842304668,0.10835668,0.0353469135111381,0.03559168,8
DE-Lnf,0.0027717642895912,0.0026731077,0.0526475478022601,0.051702105,0.8677189023877532,0.872427225112915,0.0952998767755846,0.09436748,0.027917277162541,0.027658155,8
DE-Obe,0.0023226318891746,0.002332453,0.0481936913835687,0.048295476,0.7930716723080569,0.7921966910362244,0.0768285826980144,0.07687879,0.0296283919649741,0.029653706,8
DE-RuR,0.0013076569681042,0.0013212574,0.0361615399022811,0.036349107,0.8522970027412324,0.850760817527771,0.0345598112039365,0.034715544,0.0191219399534673,0.019224932,8
DE-RuS,0.006186358116663,0.006270355,0.078653404990903,0.079185575,0.3586246450738959,0.3499162793159485,0.154855147838907,0.15472412,0.0409078063382684,0.04110587,8
DE-RuW,0.0006533649577545,0.00065028266,0.0255610046311665,0.02550064,0.84231948048677,0.8430633544921875,0.041720713324488,0.04174945,0.0177782815451377,0.017777227,8
DE-Seh,0.0158883001519321,0.01584746,0.1260488006762943,0.1258867,-0.0044365556802437,-0.001854658126831,0.3395886992710279,0.33859962,0.0679153701793591,0.06784749,8
DE-SfN,0.0025773565113298,0.0026144118,0.0507676719116588,0.05113132,0.705774063814893,0.701543927192688,0.0704698119820817,0.07114062,0.0332216714991872,0.03352371,8
DE-Tha,0.0015379199565391,0.0015371867,0.0392163225779664,0.03920697,0.8869452324755829,0.8869991302490234,0.0553571166851187,0.05528954,0.0231569680812633,0.023140853,8
DK-Fou,0.0299815191414387,0.03017624,0.1731517228948033,0.17371309,0.4737120822816993,0.4702939987182617,0.3121328531834668,0.31281355,0.0960317779461761,0.096295804,8
DK-Gds,0.0008168404098196,0.000820834,0.0285804200427442,0.028650202,0.4697301526382655,0.4671375751495361,0.0857753297220186,0.08640827,0.0139935485868108,0.014101166,8
DK-Skj,0.000720456443826,0.0007218034,0.0268413197109606,0.026866399,0.690504463283121,0.6899257898330688,0.0420023378163287,0.042466532,0.0132059484468298,0.013356039,8
DK-Sor,0.0036677625132012,0.0034715245,0.0605620550609142,0.058919646,0.799531826116144,0.8102575540542603,0.0915402733116334,0.090693854,0.0313613587669595,0.030901518,8
DK-Vng,0.0006959895950935,0.00070669927,0.0263816147173278,0.026583817,0.6111988675590014,0.6052161455154419,0.0422199791940347,0.042162824,0.0117576547185628,0.011941567,8
ES-Abr,0.0028680307824384,0.0028662912,0.05355399875302,0.053537756,0.7992697694547617,0.799391508102417,0.0684430045463593,0.0689634,0.0293787834743519,0.029508118,8
ES-Agu,0.0057013832581513,0.0057127457,0.0755075046478915,0.075582705,0.3194680762148207,0.3181118369102478,0.1400377129606336,0.14030442,0.0488539724389485,0.04898681,8
ES-Amo,0.0043198607254952,0.004273309,0.0657256473950258,0.06537055,0.5003075014686079,0.5056922435760498,0.1408712643649112,0.13991803,0.03855088356229,0.03860194,8
ES-LJu,0.003878669239465,0.0038245164,0.0622789630570796,0.061842676,0.4918130832089149,0.4989082217216491,0.081407629517152,0.08096292,0.0364663305557406,0.036242537,8
ES-LM1,0.0020863366902874,0.0020983482,0.0456764347370437,0.04580773,0.8184139847183372,0.8173685669898987,0.0586064284130825,0.058633782,0.0265119528124954,0.026529869,8
ES-LM2,0.0024069558778335,0.0023754067,0.0490607366213913,0.048738144,0.8167561300994344,0.8191580176353455,0.0686402411913788,0.068361714,0.0287307853337644,0.028550748,8
ES-LgS,0.0052645105988784,0.0052780323,0.0725569472819693,0.07265007,0.7530889931233419,0.7524548172950745,0.1078598615298879,0.10819272,0.046106644254765,0.04617979,8
FI-Hyy,0.0012442363992309,0.0013740017,0.0352737352605434,0.03706753,0.9246769400183348,0.9168212413787842,0.0692605865803243,0.071626544,0.021450362278773,0.02240967,8
FI-Ken,0.001935155219899,0.0019273816,0.0439903991786739,0.043901954,0.9185293726851907,0.9188566207885742,0.1013675649189401,0.10095282,0.0263073906249746,0.026359411,8
FI-Let,0.0006637532697429,0.00065143855,0.0257634095131629,0.025523294,0.8332359889242785,0.836329996585846,0.026461598111633,0.026471257,0.0133627855601349,0.013331172,8
FI-Lom,0.0074002347185916,0.007873311,0.0860246169337107,0.08873168,0.8122979024510721,0.8002986311912537,0.1531698800985048,0.15703103,0.0441939556637337,0.04564895,8
FI-Qvd,0.0019304519078869,0.0018815824,0.0439369082649992,0.04337721,0.906257134383124,0.9086302518844604,0.0858477949519653,0.08557692,0.0242350862737148,0.024005441,8
FI-Sii,0.0023022671996082,0.0022875576,0.0479819466008643,0.047828417,0.8061211009975436,0.8073598146438599,0.074402317171569,0.074646264,0.0230359650936149,0.023031648,8
FI-Sod,0.0011879228296335,0.0011525907,0.0344662563913393,0.033949826,0.8582502932868392,0.8624663352966309,0.0450974211467289,0.04457899,0.0192335797929668,0.018967798,8
FI-Var,0.0028973287254558,0.0028980358,0.0538268401957226,0.053833406,0.7033983723914615,0.7033259868621826,0.0961531728813145,0.09613675,0.0280005459545986,0.027982822,8
FR-Aur,0.0015481541084998,0.0016139423,0.0393465895408967,0.0401739,0.5095241049050234,0.4886815547943115,0.0528965644002698,0.05385758,0.0204540389608337,0.020862631,8
FR-Bil,0.0017607265208235,0.0017430588,0.0419610119137223,0.041749954,0.8396547422562782,0.8412636518478394,0.0573058956209962,0.057114623,0.0248286760902253,0.024705175,8
FR-EM2,0.0028370768829619,0.0028742105,0.053264217660282,0.053611662,0.6196002012883832,0.6146212816238403,0.0879000497670559,0.089014165,0.0255209988977915,0.025735782,8
FR-FBn,0.0026672842134371,0.0026717975,0.0516457569741909,0.051689435,0.8430629089106709,0.8427973389625549,0.0648239542470337,0.06466626,0.0323098200880351,0.03224646,8
FR-Fon,0.0024668076157385,0.002411441,0.0496669670479136,0.049106427,0.7586443468962933,0.7640615105628967,0.0722850933800131,0.071544215,0.0280982196223645,0.02775064,8
FR-Gri,0.0071028460771271,0.007039795,0.0842783844003142,0.083903484,0.5156790003667275,0.5199782848358154,0.2220156879815834,0.22074026,0.0449349764910089,0.044905778,8
FR-Hes,0.0020164106228685,0.0020985904,0.0449044610575449,0.045810375,0.7874690203387557,0.7788072228431702,0.0681415721570476,0.0686315,0.0264056286096334,0.026706306,8
FR-LBr,0.0028239034367719,0.0028818625,0.053140412463322,0.053682983,0.804420624683274,0.8004064559936523,0.0968083891847093,0.09736856,0.0340105949527231,0.03438634,7
FR-LGt,0.0010481031136947,0.001038176,0.0323744206696383,0.03222074,0.8472176748444438,0.8486647605895996,0.0455881240599898,0.04540387,0.019876307202499,0.019779384,8
FR-Lam,0.0084809020959903,0.008415922,0.0920918134037456,0.091738336,0.4082254984409669,0.4127596020698547,0.1776025673916414,0.17724806,0.0471894762866273,0.0471339,8
FR-Mej,0.0016696475368114,0.001774034,0.0408613207913241,0.042119283,0.7075629154873408,0.6892796754837036,0.0802879155392703,0.08214108,0.0227962400507905,0.023502534,8
FR-Pue,0.0059401022939467,0.005775161,0.0770720591002133,0.075994484,0.5439858942611672,0.5566482543945312,0.1690649908606426,0.16656375,0.0474457202635584,0.046734028,8
FR-Tou,0.0025333432106232,0.0025553713,0.0503323276893021,0.05055068,0.7596812667214037,0.7575916051864624,0.0684688643699874,0.06834781,0.0318456378836764,0.0318433,8
GF-Guy,0.0032651076598838,0.0033063905,0.0571411205690251,0.057501223,0.7939613082002858,0.7913562059402466,0.1470135894005692,0.14823577,0.0366450890672258,0.03716054,8
GH-Ank,0.0009982048821048,0.0009946992,0.0315943805463064,0.03153885,0.815731868166386,0.8163790106773376,0.0466127518236014,0.045404017,0.0200765255351895,0.019700134,8
GL-NuF,0.0061538555828079,0.0062537408,0.0784465141533255,0.0790806,0.6710106049694109,0.6656706929206848,0.12158779480155,0.12258179,0.0474030299453118,0.047808252,8
GL-ZaF,0.004065892718337,0.0041886535,0.0637643530378616,0.06471981,0.7971818669495153,0.7910582423210144,0.1680717892836812,0.17034173,0.0386446173200193,0.039181497,8
GL-ZaH,0.002605101073428,0.0025804827,0.0510401907659836,0.050798453,0.685478384559701,0.6884506940841675,0.0788852773562578,0.07915451,0.0315886064979969,0.031652585,8
IL-Yat,0.0021287457393227,0.0021533344,0.0461383326456724,0.046404034,0.7317943966911251,0.7286964654922485,0.0846853773774968,0.08443354,0.0265585137455338,0.026555825,8
IT-BCi,0.0038616841990729,0.0039036346,0.0621424508614921,0.062479075,0.3810784935971455,0.3743550181388855,0.0938167394578418,0.093752526,0.0352234993659972,0.035131257,8
IT-BFt,0.0012825778248267,0.0012983808,0.0358130957168845,0.036033053,0.8528376088315669,0.8510243892669678,0.0550155861470035,0.055572014,0.0218447190848155,0.02211279,8
IT-CA1,0.0031296942559829,0.0032747027,0.0559436703835468,0.05722502,0.8461975908457443,0.8390714526176453,0.1191277758050728,0.120931484,0.0336543717212646,0.034422915,8
IT-CA2,0.0036036812680331,0.0036958572,0.060030669395178,0.060793564,0.638154468241128,0.628899097442627,0.1559590801304436,0.15777919,0.0337121160077892,0.03413786,8
IT-CA3,0.0425253565724607,0.042232804,0.2062167708322017,0.20550622,0.5263625615447682,0.5296210050582886,0.1750737853758247,0.1748375,0.11529113303521,0.114867546,8
IT-Col,0.0032004178555283,0.0032373618,0.0565722357303328,0.05689782,0.8294296229826909,0.8274606466293335,0.1083649664983025,0.10862688,0.0313107725777195,0.03135858,8
IT-Cp2,0.0055506135959926,0.0056769405,0.0745024402015979,0.07534547,0.6897547394348156,0.6826938390731812,0.1120688857309899,0.11568354,0.0485399904610319,0.04993529,8
IT-Cpz,0.0042895745211194,0.004306372,0.0654948434696918,0.06562295,0.8182704592159942,0.8175588250160217,0.0969174955193657,0.09695893,0.0408881250194352,0.040909797,8
IT-Isp,0.0016241428710619,0.0016410192,0.0403006559631715,0.040509496,0.9010480133146992,0.9000198245048523,0.0925056605363393,0.09270258,0.0255299620164368,0.025591569,8
IT-La2,0.0012873637368231,0.0012849828,0.0358798514046967,0.035846658,0.7220063368378644,0.7225204706192017,0.0594555638751409,0.05933769,0.0216530242998841,0.021594483,8
IT-Lav,0.0021105933326207,0.0021012786,0.0459411942881417,0.045839705,0.8595323743523391,0.8601523041725159,0.054453364989277,0.054428864,0.026641072046875,0.02660961,8
IT-Lsn,0.0034433245725406,0.0034572715,0.0586798480957531,0.058798566,0.8520675457530069,0.8514683246612549,0.0776526081304307,0.077974625,0.0332910052619805,0.033408497,8
IT-MBo,0.0022119713644505,0.0021925496,0.0470315996373772,0.046824668,0.8729344537688786,0.8740501403808594,0.0710800856978752,0.07103616,0.0265845006352539,0.026532466,8
IT-Noe,0.0020529751636497,0.0022231042,0.045309768964868,0.047149807,0.8601461039485092,0.8485564589500427,0.0875229712895964,0.08854492,0.0286876061364751,0.029460767,8
IT-PT1,0.0069165025140773,0.007045721,0.0831655127686794,0.08393879,0.7664954208241493,0.7621329426765442,0.1258651155801337,0.12773359,0.0528561000767559,0.053463563,8
IT-Ren,0.0017906283632441,0.001688135,0.0423158169393446,0.04108692,0.8225957627354334,0.8327502012252808,0.0727574632121548,0.07187333,0.0233812305661333,0.022901967,8
IT-Ro1,0.0039145379082277,0.0038636185,0.0625662681340973,0.06215801,0.7614939660783271,0.7645964026451111,0.1032188242687583,0.10330129,0.0338451452143996,0.033779696,8
IT-Ro2,0.0036176941818196,0.0035859484,0.0601472707761508,0.05988279,0.6821256727220368,0.6849151253700256,0.1057249295208296,0.1052564,0.0353394179937405,0.035213474,8
IT-SR2,0.0019627725334602,0.0020421385,0.0443031887504751,0.045190025,0.8387809030929766,0.8322619199752808,0.0540584196644176,0.054803714,0.0272046085977589,0.027658518,8
IT-SRo,0.0026013376960656,0.002674364,0.0510033106382874,0.051714253,0.7972251373950179,0.7915326952934265,0.0941367649814271,0.09507721,0.0331200338905853,0.03345227,8
IT-Tor,0.0005627175784075,0.0005576986,0.0237216689633675,0.023615643,0.778179875913029,0.7801583409309387,0.0272914093068816,0.02724063,0.0125563875883792,0.012517591,8
JP-SMF,0.0047600190075157,0.0047851223,0.0689928909925926,0.06917458,0.807013563124121,0.8059958219528198,0.147472099283066,0.14841789,0.0427835895461402,0.043042403,8
MX-Tes,0.0011283504711689,0.0011358124,0.0335909284058796,0.033701815,0.3224669405420081,0.3179863691329956,0.0256605677554386,0.02564879,0.0155526589889754,0.0155449575,8
MY-PSO,0.003896100910206,0.0038907947,0.0624187544749659,0.062376235,0.7968013940443748,0.7970781326293945,0.0943135225911141,0.09413902,0.0373154207068464,0.03724923,8
NL-Hor,0.0029391563765005,0.0029406338,0.0542139869083667,0.05422761,0.8650135874563472,0.8649457097053528,0.1068717376759503,0.10700546,0.0331226445068993,0.03315664,8
NL-Loo,0.0021736670845378,0.002154766,0.0466226027216188,0.046419457,0.8754898272431332,0.8765724897384644,0.067487339320502,0.06742308,0.0276599916400365,0.02758943,8
PA-SPn,0.0036249720842553,0.003622477,0.0602077410658739,0.060187016,0.7394737702614729,0.7396531105041504,0.0848465324889955,0.0853682,0.0363472254215916,0.036421463,8
