site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count,O_hat
CZ-RAJ,0.0015686962468847,0.0016199722,0.0396067702152648,0.04024888,0.9181301130529608,0.9154540300369264,0.0713608926731838,0.07238009,0.0249380192838136,0.025322199,7,"[['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
CZ-Stn,0.0014535111115158,0.0014804188,0.0381249408067188,0.03847621,0.829049905478958,0.8258852362632751,0.0586915313419919,0.05874017,0.021639666671848,0.021679971,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
CZ-wet,0.0025482533625366,0.0026761696,0.0504802274414111,0.05173171,0.8516063060808786,0.8441572785377502,0.0789736894959782,0.07884764,0.0285504614336937,0.02888466,7,"[['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-Geb,0.002473404790706,0.0025225778,0.0497333368145158,0.05022527,0.5390204823713803,0.5298559665679932,0.0531465889401496,0.053829357,0.0246565638416866,0.024904408,7,"[['Tair', 'vpd', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-Gri,0.0020544609921561,0.0021200564,0.0453261623365157,0.04604407,0.7277818857147048,0.7190904021263123,0.0487616500438596,0.049549013,0.0250822559789236,0.025310831,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-Hai,0.0031543705074579,0.0032239524,0.056163782880589,0.056779858,0.7509808325698998,0.7454877495765686,0.0930908291446964,0.09317868,0.0304769898314834,0.030699192,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-HoH,0.0015872182515934,0.0016406213,0.0398399077759157,0.040504586,0.8709751165006954,0.8666340112686157,0.0563858676492999,0.056722973,0.0224283414220227,0.022650823,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-Hte,0.0007867678727637,0.0007912338,0.02804938275192,0.02812888,0.7794937280946517,0.7782420516014099,0.0375351160313082,0.03768634,0.0154272186133715,0.015487636,8,"[['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-Hzd,0.0015794862319088,0.0015958374,0.0397427506837263,0.039947934,0.7462277395195135,0.743600606918335,0.0437876627964849,0.04407902,0.0235037750703183,0.023660686,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-Kli,0.0030472315189786,0.003218434,0.0552017347460988,0.056731243,0.5639783320487572,0.5394814014434814,0.0742218888845385,0.0764322,0.0284999141413778,0.029301494,7,"[['Tair', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
DE-Lkb,0.0039959200397229,0.003990303,0.0632132900561499,0.063168846,0.8028469535732361,0.8031241297721863,0.106539335739855,0.10835668,0.0352877067641339,0.03559168,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-Lnf,0.002660888859487,0.0026731077,0.0515838042362816,0.051702105,0.8730103781627659,0.872427225112915,0.0947476421463115,0.09436748,0.0276827801629572,0.027658155,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-Obe,0.0022483870687987,0.002332453,0.0474171600667807,0.048295476,0.7996863048685559,0.7921966910362244,0.0757580682537014,0.07687879,0.0291066079122731,0.029653706,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-RuR,0.0013033070848306,0.0013212574,0.0361013446402026,0.036349107,0.8527883325111228,0.850760817527771,0.0344313686396313,0.034715544,0.0190528920074901,0.019224932,7,"[['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-RuS,0.0056636713924205,0.006270355,0.0752573676952665,0.079185575,0.4128145863857649,0.3499162793159485,0.153980515189014,0.15472412,0.0392903960506244,0.04110587,7,"[['SWdown', 'SWdown_clearsky'], ['vpd', 'SWdown', 'SWdown_clearsky'], ['SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
DE-RuW,0.0006278256556063,0.00065028266,0.0250564493814742,0.02550064,0.8484830348416956,0.8430633544921875,0.0411247213678798,0.04174945,0.0174746331943924,0.017777227,8,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DE-Seh,0.0106826135184395,0.01584746,0.1033567294298711,0.1258867,0.3246598172542835,-0.001854658126831,0.3057390684536379,0.33859962,0.0607064070255897,0.06784749,8,"[['Tair', 'SWdown_clearsky'], ['vpd', 'SWdown_clearsky'], ['Tair', 'LWdown', 'SWdown_clearsky'], ['Tair', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'LWdown', 'SWdown_clearsky'], ['vpd', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
DE-SfN,0.002384197117129,0.0026144118,0.0488282409792635,0.05113132,0.72782475930147,0.701543927192688,0.0650152864375945,0.07114062,0.0307908284896205,0.03352371,7,"[['Tair', 'SWdown', 'LWdown'], ['SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'LWdown', 'IGBP_veg_short'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day']]"
DE-Tha,0.001498310656055,0.0015371867,0.038708017981486,0.03920697,0.8898569706573988,0.8869991302490234,0.0548400781105897,0.05528954,0.0229239901608366,0.023140853,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DK-Fou,0.0244144290921157,0.03017624,0.1562511730903667,0.17371309,0.5714353569425538,0.4702939987182617,0.2948983690161744,0.31281355,0.0863242926480749,0.096295804,8,"[['Tair', 'SWdown'], ['Tair', 'vpd', 'SWdown'], ['Tair', 'SWdown', 'LWdown'], ['Tair', 'SWdown', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown'], ['Tair', 'vpd', 'SWdown', 'IGBP_veg_short'], ['Tair', 'SWdown', 'LWdown', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'IGBP_veg_short']]"
DK-Gds,0.0007985433720365,0.000820834,0.0282585097278067,0.028650202,0.481608075566421,0.4671375751495361,0.0843826178770073,0.08640827,0.0135707321604146,0.014101166,8,"[['Tair', 'vpd', 'SWdown'], ['Tair', 'vpd', 'SWdown', 'LWdown'], ['Tair', 'vpd', 'SWdown', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DK-Skj,0.0006929313730959,0.0007218034,0.0263235896696477,0.026866399,0.7023287541361767,0.6899257898330688,0.0411294723245021,0.042466532,0.0129013325164131,0.013356039,8,"[['Tair', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DK-Sor,0.0027428920229167,0.0034715245,0.0523726266566494,0.058919646,0.8500822904930108,0.8102575540542603,0.091239072979163,0.090693854,0.030135034219928,0.030901518,7,"[['SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
DK-Vng,0.0003512102065607,0.00070669927,0.0187406031536011,0.026583817,0.8038032076940567,0.6052161455154419,0.0343559339223392,0.042162824,0.0094000850934449,0.011941567,8,"[['SWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'SWdown_clearsky'], ['vpd', 'SWdown', 'SWdown_clearsky'], ['SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
ES-Abr,0.0028413934359684,0.0028662912,0.0533047224546606,0.053537756,0.8011340872057394,0.799391508102417,0.0683007212853374,0.0689634,0.0292899927986576,0.029508118,7,"[['vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
ES-Agu,0.0056464108979368,0.0057127457,0.0751426037473875,0.075582705,0.3260297200050858,0.3181118369102478,0.1399128154756724,0.14030442,0.0487648129842061,0.04898681,8,"[['Tair', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
ES-Amo,0.004010472368395,0.004273309,0.0633282904269097,0.06537055,0.5360954703407326,0.5056922435760498,0.1325630785479707,0.13991803,0.0374082694451098,0.03860194,8,"[['SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown_clearsky', 'LST_TERRA_Day'], ['LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
ES-LJu,0.0038380913254792,0.0038245164,0.0619523310738125,0.061842676,0.4971296399259567,0.4989082217216491,0.0807065021663749,0.08096292,0.0362720317593273,0.036242537,8,"[['Tair', 'vpd', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
ES-LM1,0.0020294469361662,0.0020983482,0.04504938330506,0.04580773,0.8233654308628215,0.8173685669898987,0.058123924253484,0.058633782,0.0262796621541882,0.026529869,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
ES-LM2,0.002399408073858,0.0023754067,0.0489837531622281,0.048738144,0.8173307516878258,0.8191580176353455,0.0688283155784057,0.068361714,0.0287905887345715,0.028550748,7,"[['vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
ES-LgS,0.0052645105988784,0.0052780323,0.0725569472819693,0.07265007,0.7530889931233419,0.7524548172950745,0.1078598615298879,0.10819272,0.046106644254765,0.04617979,8,"[['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
FI-Hyy,0.0011910067800714,0.0013740017,0.0345109660842963,0.03706753,0.9278993323219412,0.9168212413787842,0.0671594235401395,0.071626544,0.0208661056828395,0.02240967,7,"[['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short', 'LST_TERRA_Day']]"
FI-Ken,0.0018678989463262,0.0019273816,0.0432191965025522,0.043901954,0.9213608823969144,0.9188566207885742,0.1007932883427088,0.10095282,0.0260178232599847,0.026359411,8,"[['Tair', 'vpd', 'SWdown'], ['Tair', 'vpd', 'SWdown', 'LWdown'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'SWdown_clearsky', 'IGBP_veg_short'], ['Tair', 'vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'IGBP_veg_short']]"
