site,mse,r2,relative_error,mae,rmse
CN-Qia,0.014457226642235435,-0.0005018671658307827,1.0520763731883738,0.09759678233781469,0.12023820791343921
CN-Sw2,0.018223314181916472,-0.1606122977590667,2.6575533001501523,0.11050682052103332,0.13499375608492592
CZ-BK1,0.010237351089692133,-0.0013307844246945866,1.0516119862206736,0.07850092887958018,0.10117979585713806
CZ-BK2,0.0255832850276552,-0.0015816571039253269,1.0100578114033076,0.11868679998820109,0.1599477571823225
CZ-KrP,0.00480760601088084,-0.00044935532292922353,1.516364514913738,0.046850657304563524,0.06933690223020379
CZ-Lnz,0.010250136908733979,-0.00037719849121953253,1.3358524815776704,0.07533128659367676,0.1012429597983681
CZ-RAJ,0.018167442626107602,-0.0011762011179214937,1.0604135259933336,0.10884416560323139,0.13478665596455608
CZ-Stn,0.008999740294392818,-0.0008697542563091964,1.0528259636161545,0.06935278742564285,0.09486696102644386
CZ-wet,0.008368275823290862,-0.00030933371122565667,0.9944741125447635,0.06614969968158697,0.09147828060961172
DE-Geb,0.005579570321834841,-0.005774522895525713,1.07043783850575,0.043053512272858,0.07469652148416846
DE-Gri,0.008578470430573575,-0.00026202044474210595,1.069158388860693,0.07010857926606057,0.09262003255545516
DE-Hai,0.014767453605502008,-0.002201565479023726,1.0975889749970063,0.09249235587933964,0.12152141212766583
DE-HoH,0.012550382076690425,-0.00183012942552363,0.991609919536164,0.08251801620591787,0.11202848779078661
DE-Hte,0.003402277863684111,-0.0007229679516447263,1.027811188059516,0.041663118944951685,0.058329048197995746
DE-Hzd,0.005893892044822708,-0.00012569532047801424,1.0411425907016225,0.05920102754743666,0.07677168778151687
DE-Kli,0.007699177279444661,-0.00012442016308855663,1.0278449392511078,0.05564701528008753,0.08774495586325552
DE-Lkb,0.0169410250817082,-0.00021538366186657498,1.0395144214361423,0.09670334979338312,0.1301576931330154
DE-Lnf,0.01953478175362491,-0.00026242424197353564,1.025865454222937,0.10555286285228822,0.1397668836084747
DE-Obe,0.015459890021422092,-0.0005610848464943086,1.0522748585179684,0.09883130101725184,0.12433780608255114
DE-RuR,0.007556955562336205,-0.0014212984112214055,1.0866864174880249,0.06872496293727635,0.08693075153440355
DE-RuS,0.011981801527689049,-0.0004351540949407706,1.076877097772458,0.073634786784882,0.10946141570292725
DE-RuW,0.004033850580534673,-0.00611399079551056,1.2724153113388479,0.05257827450248551,0.06351260174591081
DE-Seh,0.0194321389750859,-0.00012609622150594468,0.9963544258224941,0.09547308319927345,0.13939920722545698
DE-SfN,0.00846943691657262,-0.002934163517729793,1.0658508179552635,0.06677606549071347,0.09202954371598623
DE-Tha,0.012690169255535722,-0.001204864516056059,1.0529315835089144,0.09091274219161163,0.11265065137643777
DK-Fou,0.011662530264171625,-0.018513080153598205,1.1953595126211445,0.08095139277901536,0.10799319545310077
DK-Gds,0.005585612386782103,-0.007400608153771415,1.6589055652661635,0.05398388649500906,0.07473695462608912
DK-Skj,0.006980887885847081,-0.0062941823510602735,1.3440450695568207,0.06513277777213304,0.08355170785715323
DK-Sor,0.008706412769745568,-0.002549866731649475,1.3784875715373603,0.06797275574793869,0.09330816025271084
DK-Vng,0.014423522433339416,-0.00886943051350042,1.0350961969266246,0.06733978288385006,0.12009797014662411
ES-Abr,0.011771197840671674,-0.00039426071414983,1.0610175464540312,0.08132405823500687,0.1084951512311572
ES-Agu,0.0030514489124597605,-0.0027339879096575093,1.1274807884648044,0.03862255974903545,0.05523992136543788
ES-Amo,0.007841809014185923,-0.0007890319030512405,1.2930486946612751,0.05656755798711801,0.08855398926183915
ES-LJu,0.004410324850878596,-0.00019290602688504244,1.1051565578326148,0.04353955376365792,0.066410276696296
ES-LM1,0.011557386453917804,-0.0010073050730452504,1.103026763588203,0.08551640408128827,0.10750528570222863
ES-LM2,0.012235669315213311,-0.00029782807629752384,1.0625895189938306,0.08706231460421339,0.11061495972612977
ES-LgS,0.016143980821316347,-0.0005872911600957043,1.1859029128196863,0.10014519710807893,0.12705896592258395
FI-Hyy,0.01814003818012798,-3.550570980204171e-05,1.0119763145412803,0.10496363078158655,0.1346849589973876
FI-Ken,0.012882366838882104,-0.0014786098114110136,0.9905546542914178,0.08265827289380694,0.11350051470756467
