site,mse,r2,relative_error,mae,rmse
SE-Svb,0.00151114358841055,0.9012700112644296,0.6853517869186289,0.02261689820381008,0.038873430365875226
SJ-Adv,9.121923219681198e-05,-0.1536574744084085,0.09779152858598998,0.006333032780166814,0.009550875991070766
US-A32,0.0018050211735524025,0.7704753559800583,2.2030921294937778,0.025693929069212154,0.04248554075862048
US-AR1,0.0010200443749182899,0.3078774699555692,2.0515399219952415,0.016225712580541552,0.031938133554080615
US-AR2,0.001431865285597089,0.252018326607775,2.5060050275550867,0.02133490948728268,0.03783999584562727
US-ARM,0.002060852232392684,0.6694901072555326,1.9447180927076677,0.025907083984134906,0.045396610362368285
US-ARb,0.0023236862219139457,0.3467313972689019,3.309270828306291,0.029061467474110814,0.04820462863578503
US-ARc,0.004376548278123771,0.5478968738064427,3.228764473496562,0.03891859520495402,0.06615548562382238
US-Atq,0.0031668068213854964,0.7632748279791453,2.9908569900853053,0.03349660015471949,0.056274388680691116
US-BZB,0.00047809296276664153,0.9024937452416018,1.0316575678521809,0.013650934427512832,0.021865337014705298
US-BZF,0.001468384417841914,0.8115159876167284,2.8292150236915425,0.02372487567505375,0.03831950440496215
US-BZS,0.0012787986582058401,0.772957217950376,10.460960946309218,0.019971788570491547,0.03576029443678897
US-BZo,0.001318647383875378,0.6306579412935573,3.051883234126704,0.020137800464998395,0.03631318471127778
US-Bi1,0.00948252183704999,0.6223644076765574,2.282537275611125,0.055060877125616726,0.09737824108624057
