site_id,mse,rmse,r2,relative_error,mae
US-xGR,0.0010892207501456,0.0330033445296929,0.5608041286468506,0.0438043251633644,0.0238055605441331
US-xHA,0.0008093699580058,0.0284494280787126,0.575124979019165,0.0386520661413669,0.0208494327962398
US-xHE,0.0204421076923608,0.1429758989912666,-146.78323364257812,0.0581198520958423,0.029297050088644
US-xJE,0.0006002115551382,0.024499215398421,0.634323239326477,0.0336782671511173,0.0179526004940271
US-xKA,0.0008837215136736,0.029727453871357,-0.1806820631027221,0.038466740399599,0.0199205968528985
US-xKZ,0.0004185387515462,0.0204582196572989,0.5479427576065063,0.0304688960313797,0.0158500578254461
US-xMB,0.0005439686938188,0.0233231364490048,-61.70711898803711,0.0398935116827487,0.02000492811203
US-xML,0.0005444387788884,0.0233332119282458,0.151257038116455,0.0346218459308147,0.0176891312003135
US-xNG,0.0003795182856265,0.0194812290584178,-0.4464099407196045,0.0292166788130998,0.0148296784609556
US-xNQ,0.0004522054514382,0.0212651228879168,-18.97121810913086,0.0360034927725791,0.018098359927535
US-xRM,0.0002870646130759,0.0169429812334171,-0.1985937356948852,0.0254820138216018,0.0129648428410291
US-xSB,0.0002451170294079,0.0156562137634867,0.6364165544509888,0.0245202127844095,0.0126412361860275
US-xSE,0.0007090583094395,0.0266281488173618,0.5557543635368347,0.0353639014065265,0.0188751388341188
US-xSR,0.000471701787319,0.0217186967223872,-12.18132209777832,0.0352519415318965,0.0177288241684436
US-xST,0.0005415924242697,0.0232721383690834,0.5933735966682434,0.0342670083045959,0.0181388258934021
US-xTA,0.0004953569150529,0.02225661508525,0.6583728194236755,0.0323784239590168,0.0170253049582242
US-xTR,0.0005398561479523,0.0232348046678335,0.543612003326416,0.0344151370227336,0.0180154088884592
US-xUK,0.0006039447616785,0.0245752876214822,0.5936722755432129,0.0318586640059948,0.0169764626771211
US-xUN,0.0005046008154749,0.022463321559266,0.517917275428772,0.0342816039919853,0.0178383253514766
US-xYE,0.0003044852637685,0.0174495061181852,-0.0608360767364501,0.0286604203283786,0.0145340263843536
ZM-Mon,0.0003321070398669,0.0182238042095213,0.6901746988296509,0.0247752144932746,0.0131878471001982
