site_id,mse,rmse,r2,relative_error,mae
US-Ro6,0.000624836073257,0.0249967212501365,0.4378305077552795,0.0358521938323974,0.0189363602548837
US-SRC,0.0004694903327617,0.0216677256019587,-17.55571174621582,0.0358483828604221,0.0180423017591238
US-SRG,0.0004372295807115,0.0209100354067508,-1.033534049987793,0.0330268740653991,0.0167516805231571
US-SRM,0.0005158117855899,0.0227114901666514,-4.164876937866211,0.035488661378622,0.0178886204957962
US-Seg,0.0004824506468139,0.0219647592022757,-10.990716934204102,0.0375393442809581,0.0188823565840721
US-Ses,0.0005141533329151,0.0226749494578302,-30.970304489135746,0.03892358019948,0.0195640921592712
US-Sne,0.0007924356032162,0.0281502327382259,-0.9406337738037108,0.0376175493001937,0.0193214602768421
US-Snf,0.0073923566378653,0.0859788150526936,-6.348878860473633,0.1570133417844772,0.0822145938873291
US-Syv,0.0005062489653937,0.0224999770087382,0.5616957545280457,0.0327546894550323,0.0171432923525571
US-Ton,0.000395389564801,0.0198844050653019,0.1974356174468994,0.0257264804095029,0.01319763623178
US-Tw3,0.0010230388725176,0.0319849788575457,0.5470790863037109,0.0360216274857521,0.0206637922674417
US-Tw4,0.0004168719460722,0.0204174422020047,-0.4197899103164673,0.0279052779078483,0.0141917029395699
US-Twt,0.0010621065739542,0.0325899765871997,0.4513340592384338,0.0384929403662681,0.0211330335587263
US-Var,0.0006652299198321,0.0257920514855294,-0.1037429571151733,0.0341161414980888,0.0173810645937919
US-WCr,0.0008722765487618,0.0295343283106603,0.3541795015335083,0.0424042455852031,0.0222138185054063
US-WPT,0.0004038172774016,0.0200952053336532,0.1842213869094848,0.0323979221284389,0.0164437796920537
US-Whs,0.0005419173976406,0.0232791193484772,-20.02389907836914,0.0388135649263858,0.0194868445396423
US-Wi0,0.0006604422233067,0.0256990704755394,0.5790976285934448,0.0358408950269222,0.0189558751881122
US-Wi1,0.0022919317707419,0.0478741242295035,0.4682076573371887,0.0553668774664402,0.0320458635687828
US-Wi2,0.0005707523087039,0.0238904229494573,0.2180989980697631,0.0377681963145732,0.019415333867073
US-Wi3,0.000736441463232,0.0271374549881163,0.6167677640914917,0.0383066497743129,0.0205683093518018
US-Wi4,0.0007498252671211,0.0273829375181187,0.5941890478134155,0.0382827892899513,0.020509734749794
US-Wi5,0.0005576481926254,0.0236145758510605,0.4764026403427124,0.0311394445598125,0.0161227658390998
US-Wi6,0.0005480062682181,0.023409533703561,-0.190387487411499,0.0342430174350738,0.0173191633075475
US-Wi7,0.0006495241541415,0.0254857637543304,0.1677888631820678,0.0386200062930583,0.0197370462119579
US-Wi8,0.000591087678913,0.0243122948096848,0.2382266521453857,0.0377518832683563,0.0192753653973341
US-Wi9,0.0006945722270756,0.0263547382281762,0.0564152598381042,0.0390605926513671,0.01996317692101
US-Wjs,0.0003163431538268,0.0177860381711861,-1.421572208404541,0.0293380264192819,0.0149037763476371
US-Wkg,0.0005043688579462,0.0224581579375123,-4.807593822479248,0.0367844477295875,0.0185169279575347
US-xAE,0.0003271090681664,0.0180861568102918,-0.1492295265197754,0.026654876768589,0.0136163206771016
US-xBR,0.0005388630088418,0.0232134230315537,0.6076087951660156,0.0329263657331466,0.0174128506332635
US-xCL,0.0003144196525681,0.0177318823752069,0.655452311038971,0.0251635685563087,0.0131597891449928
US-xCP,0.000436242116848,0.0208864098601939,-3.650044918060303,0.0337839126586914,0.0170178115367889
US-xDC,0.0003556825686246,0.0188595484735084,-0.0013207197189331,0.0295277088880538,0.0149960098788142
US-xDL,0.0010074784513562,0.0317408010509547,0.5411694645881653,0.0430776439607143,0.0231699850410223
US-xDS,0.0003458811261225,0.0185978796136158,0.4508056640625,0.030563423410058,0.0157343726605176
