test_site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,G_hat_count,O_hat_count,O_hat
CH-Lae,0.0015197692148899,0.0015179329500101,0.0389842175102949,0.0389606590037976,0.3668393560228717,0.3676043739232294,0.0485868499262261,0.048535989038211,0.0252085518270054,0.0251772360920169,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
CH-Oe1,0.0009158833011033,0.0009158406533282,0.0302635639193951,0.0302628593052318,0.5165608032963396,0.5165833144678929,0.0297843507966481,0.0297777683922487,0.0172874206777283,0.0172841309730231,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CH-Oe2,0.0008276627232654,0.0008275841316517,0.0287691279545526,0.0287677620202161,0.4691512972408379,0.4692017045564902,0.0292733110975721,0.0292735808184072,0.0162670522994259,0.0162669906284952,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-Cha,0.0006095634043706,0.0006097070857644,0.0246893378682111,0.0246922474830544,0.6166436814395271,0.616553319764682,0.0326130759905985,0.0326115085135935,0.0177687425792886,0.0177682768088253,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-Cng,0.0002637491079618,0.0002637216434971,0.0162403543053062,0.0162395087209285,0.0358783548915417,0.0359787498659824,0.0267314694860089,0.0267303526515695,0.0137066270560963,0.013706052962143,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-Dan,0.0004676754300008,0.000468428646086,0.0216258047249301,0.0216432124714894,-5.892335993919575,-5.903436466602966,0.0356782073063733,0.0357227078589155,0.0181099737483843,0.0181324411662173,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-Din,0.0003162260630847,0.0003160821696656,0.017782746218871,0.0177786998868199,0.6208830933162923,0.621055604169549,0.0274392845923549,0.0274289296809511,0.0142941853880888,0.0142889746099467,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-Du2,0.0004081247901019,0.0004081518328686,0.0202020986558807,0.0202027679506707,-3.5549132286114835,-3.555215041828445,0.0328392612516458,0.0328427771221901,0.0166286288247287,0.0166303932698609,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-Du3,0.0004558948370067,0.0004558653785505,0.0213516940078949,0.0213510041578968,-21.57840093892752,-21.57694199536821,0.0364319438776349,0.0364307087288956,0.0181830286346789,0.018182440996514,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-Ha2,0.0002997794397034,0.0003001352853496,0.0173141398776674,0.0173244129871604,0.4388789495789174,0.4382128849448156,0.0277504078935014,0.0277680663378704,0.0142953223121175,0.0143042191279537,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-HaM,0.0003924025462692,0.0003927881015051,0.0198091530931845,0.0198188824484416,0.032524523297937,0.0315739299870161,0.0317556515542872,0.0317724096369856,0.0161675314230908,0.0161758691004624,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-Qia,0.0003368332430011,0.0003368237251084,0.0183530172724027,0.0183527579700842,0.7297769344070992,0.7297845700967943,0.0221237611394388,0.0221194031523332,0.012167596924742,0.0121653167540601,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CN-Sw2,0.0007424416864603,0.000742579617308,0.0272477831476308,0.0272503140772375,-4.12504605974964,-4.12599819102242,0.0440412594091437,0.044053690977983,0.0219731632384157,0.0219795242189155,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CZ-BK1,0.0007458015534153,0.0007460738234064,0.0273093675030267,0.0273143519675355,0.5952065094596375,0.5950587313817595,0.0383311953664176,0.0383452885068963,0.0208215969272289,0.0208282293368951,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CZ-BK2,0.0003975196408552,0.0003975952723059,0.0199378945943455,0.0199397911800979,0.5509219418583642,0.5508365009857275,0.0311954439260325,0.0311986364119998,0.0162881256462321,0.016289903735135,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CZ-KrP,0.0004432333096536,0.00044331068483,0.0210531068883827,0.0210549444271417,0.5586867181579598,0.5586096781605858,0.0236295495701491,0.0236306728624202,0.0127916047811768,0.0127921635077136,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CZ-Lnz,0.0007278502927597,0.0007282665599389,0.0269787007240848,0.0269864143586913,0.6690879093152947,0.6688986563275066,0.0340065461172229,0.0340031739847054,0.018868934507558,0.0188685497028001,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CZ-RAJ,0.0002993766863946,0.0002994876008784,0.0173025052057411,0.0173057100657098,0.7152450618786025,0.7151395645290034,0.0241685763866528,0.0241796583349382,0.0129505875563019,0.0129561463768063,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CZ-Stn,0.0005425581342866,0.0005426427060007,0.0232928773294899,0.0232946926573582,0.6499042759847253,0.6498497045137361,0.031395647162197,0.0313956371806411,0.0168193804547659,0.0168198799094939,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CZ-wet,0.0003037320455419,0.0003038069514587,0.0174279099590855,0.0174300588484013,0.6753330176153429,0.6752529487575822,0.022690255987933,0.0226931282614071,0.0120999104177373,0.0121013170005294,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Geb,0.0006307446960511,0.0006307391698866,0.0251146311151726,0.0251145210961043,0.5182217341240778,0.5182259551440564,0.0260871523450549,0.026084977572141,0.0143917194436714,0.0143906151629721,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Gri,0.0004679061796183,0.0004680379447207,0.0216311391197577,0.0216341846326763,0.6362650847909039,0.6361626549226056,0.0288590883329501,0.0288676169045457,0.0155866333186849,0.0155911084065278,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Hai,0.0005373484334574,0.0005373168079454,0.0231807772401494,0.0231800950805949,0.6631051170381002,0.663124944904905,0.0311681080241673,0.031165026160147,0.0167914399077933,0.0167903251783751,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-HoH,0.0005550867923501,0.0005551172557942,0.0235602799718108,0.023560926462986,0.6777339822566941,0.6777162961345218,0.0301095997435474,0.0301057870991982,0.0163759603433157,0.0163748109961155,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Hte,0.0002774881110425,0.0002774181592813,0.0166579743979431,0.0166558746177233,0.4907442431279615,0.4908726210140063,0.0237336931270114,0.0237287432415225,0.0122541363590108,0.0122516098190201,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Hzd,0.0005907866315767,0.0005909010102228,0.0243061027640538,0.0243084555293601,0.5733107175934966,0.573228108848084,0.0352155193407166,0.0352177735889811,0.0186461291696692,0.0186476502270593,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Kli,0.0006459509651636,0.000645978795977,0.0254155654110553,0.0254161129202919,0.5136399708305195,0.5136190159965683,0.0255891599264785,0.0255917867562291,0.0142104649713333,0.0142117230766617,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Lkb,0.0002556213983086,0.0002557713465088,0.0159881643195415,0.0159928529821566,-0.4917790196557432,-0.4926541012435739,0.022247971187085,0.0222581437410111,0.0114174634714903,0.0114226615396835,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Lnf,0.0006147034185385,0.0006148678473115,0.0247932131547834,0.0247965289367585,0.6472821636930971,0.647187814191726,0.0287267637192847,0.0287290921428666,0.0160044242861702,0.0160058163464156,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Obe,0.0005233076602926,0.0005233238519608,0.0228759187857587,0.0228762726850508,0.6279918457015666,0.6279803353931037,0.033122794379391,0.0331236590452311,0.017792750303843,0.0177931517524212,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-RuR,0.000555880800879,0.0005557840062957,0.023577124525249,0.0235750717134814,0.6496454817326277,0.6497064883720934,0.0278895579497758,0.0278903558398648,0.0155012479625039,0.0155014797612381,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-RuS,0.0012041215855966,0.0012041643111441,0.0347004551208864,0.0347010707492461,0.41700590574156,0.4169852195067307,0.0315361592593863,0.031535608684769,0.0183690400263242,0.0183688483865154,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-RuW,0.0008423256922359,0.0008422414741025,0.0290228477623389,0.0290213968323809,0.5449936547055585,0.5450391475421477,0.0388403826607555,0.0388371513764172,0.0210643650096208,0.0210626855446578,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Seh,0.0008864214145543,0.0008862368980396,0.0297728301401518,0.0297697312389548,0.4797882267961141,0.4798965135113683,0.0308447554443664,0.0308393729796904,0.0174860125693877,0.0174829783027722,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-SfN,0.0002065975832036,0.0002068296171551,0.014373502816073,0.0143815721378124,0.4403199349044013,0.4396913468297789,0.0191175561387151,0.0191366182976843,0.0098460893233921,0.0098557986724026,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DE-Tha,0.0002784194503903,0.0002784242874072,0.0166859057407851,0.016686050683347,0.6955423630799803,0.6955370736983608,0.0249200768329039,0.0249192089135592,0.0130963495068904,0.0130960507961206,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DK-Fou,0.0003348603368456,0.0003348983357946,0.0182991895133529,0.0183002277525354,0.5700107990096221,0.5699620051217007,0.0216529603392079,0.0216576892064844,0.0116798725979937,0.0116822503289446,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DK-Gds,0.0006797832864566,0.0006795392204034,0.0260726539971793,0.0260679730781559,0.5186077627700396,0.5187805994750729,0.0330087288091843,0.0329966900959082,0.017797322338823,0.0177914762161549,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DK-Skj,0.0002615396857097,0.0002613684354666,0.0161721886493383,0.0161668931915388,0.6769092335729798,0.6771207860651525,0.0192916851958714,0.019282131002916,0.0103125874948144,0.0103074099769053,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DK-Sor,0.0010364534626143,0.00103645342208,0.0321939973071739,0.0321939966776427,0.5397468912724853,0.5397469092723441,0.0315284470034568,0.031529525750639,0.0183941975145817,0.0183947037088427,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
DK-Vng,0.0004873350460235,0.0004873385575711,0.022075666377792,0.0220757459119985,0.5752250911174115,0.5752220303539799,0.023038762798755,0.0230424154350623,0.0126810998545505,0.0126828472423828,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
ES-Abr,0.0002818528359007,0.0002817231012873,0.0167884733046443,0.016784609059711,0.3474414974931492,0.3477418649696309,0.0240008618995398,0.024002166124473,0.0124522731767203,0.0124526300603545,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
ES-Agu,0.000419084169805,0.0004192233969366,0.0204715453692443,0.0204749455905665,-3.3611686796115103,-3.362617536546624,0.0324278070217818,0.0324413335155863,0.0163772488501648,0.0163840265078471,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
ES-Amo,0.0008021808171524,0.0008026528939774,0.0283227967749021,0.0283311294158457,-12.639011391870309,-12.6470378380982,0.0436377564938434,0.0436559145463742,0.0217056863123372,0.0217147908651332,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
ES-LJu,0.000486787268292,0.0004872665508593,0.0220632560673181,0.0220741149507607,-14.735296537611276,-14.750789246262052,0.0351095319166091,0.0351334568506585,0.0177255857510673,0.0177376562696313,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
ES-LM1,0.0002526134905421,0.0002524175428404,0.0158938192559907,0.0158876537865232,0.614385240946451,0.6146843553191932,0.0212641980276081,0.0212597128493447,0.0113006864687889,0.0112980883412164,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
