test_site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,G_hat_count,O_hat_count,O_hat
AU-Gin,0.0001607883078334,0.0001606573637188,0.0126802329565934,0.01267506858833,0.6085868654396097,0.6089056277118254,0.0165162461549542,0.0165089456249079,0.0086672472655699,0.0086635377588102,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
AU-How,0.000448802453111,0.0004488768064045,0.0211849581805348,0.0211867129683804,0.6871758540369046,0.687124028327428,0.0240292331323656,0.0240302842019992,0.0133077360281748,0.0133085524785865,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
AU-Lox,0.001335402599186,0.0013398378281276,0.0365431607716959,0.0366037952694483,0.4664264160387552,0.4646542755595196,0.0427681304720436,0.042929813380107,0.0249740565858742,0.0250587801128009,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
AU-RDF,0.0006890254387627,0.0006888270753179,0.0262492940621782,0.0262455153372531,-0.2870722176033828,-0.2867016825486332,0.037292684479705,0.0373006805849545,0.019012977511054,0.0190170776955583,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
AU-Rig,0.0004883436994967,0.0004881446176055,0.0220984999377051,0.0220939950576072,0.3356950657857411,0.335965881366576,0.0298386614586532,0.0298347887664053,0.0156030683287048,0.0156010728542411,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
AU-Rob,0.0007585463376391,0.0007586917212522,0.0275417199470039,0.0275443591548666,0.4855614526782561,0.4854628549644286,0.0454533293198733,0.0454596630552116,0.0236110269171642,0.0236143933047175,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
AU-Stp,0.000596162287172,0.0005957450492198,0.0244164347760282,0.0244078890775054,-2.242611353193722,-2.2403419367109945,0.0374311601485333,0.0374411526084598,0.0189837701323823,0.0189887399650592,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
AU-TTE,0.0008224828539253,0.0008221191909136,0.028678961869729,0.0286726209285734,-19.82782741723277,-19.818618337177508,0.0471463754504012,0.0471694559870429,0.0236387540102069,0.0236503939844242,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
AU-Wac,0.0013834099534153,0.0013827291883294,0.0371942193548325,0.0371850667382685,0.3202757346448348,0.3206102215745829,0.0468620215605425,0.046923355479875,0.0248620856922935,0.0248846214476495,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
AU-Whr,0.000119925400247,0.0001199040000425,0.0109510456234597,0.0109500684948808,0.7638235560107359,0.7638657007456502,0.0151879047844001,0.0151903846844783,0.0079933173250666,0.0079945067608686,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
AU-Wom,0.0003579633491109,0.0003578473660228,0.0189199193737961,0.0189168540202335,0.7464626990284726,0.7465448472126209,0.0285682357296957,0.02856270391087,0.0154029980023607,0.0153998797597907,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
AU-Ync,0.0007070140015575,0.0007063458963934,0.0265897348906966,0.0265771687053646,-6.19529011325792,-6.188490798857628,0.0395296393004636,0.0395266574214772,0.0199180003393864,0.0199164812404471,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
BE-Bra,0.0004433390405549,0.0004433132165231,0.0210556177908645,0.021055004548163,0.6271225778057768,0.6271442975225844,0.0251787434814143,0.0251783294433637,0.0135144786429598,0.0135141510846137,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
BE-Dor,0.0009251355239458,0.0009248911909081,0.0304160405698355,0.0304120237884313,0.5436967562257013,0.5438172682531928,0.0320034196541691,0.0319968319906066,0.0185588934925759,0.01855527865406,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
BE-Lcr,0.0010841224375597,0.0010837296791715,0.0329260146018275,0.0329200498051201,0.4840931644524203,0.4842800683759583,0.032046949643564,0.0320393675417304,0.0186301521520235,0.0186257901240879,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
BE-Lon,0.0009282996196606,0.0009282739886574,0.0304680097751836,0.0304675891507266,0.4303659917472751,0.4303817197415389,0.0287034136416774,0.0287052629716822,0.0162409073798706,0.0162416951825955,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
BE-Maa,0.0002226164377513,0.0002227509918685,0.0149203363819765,0.0149248447854091,-0.3845107924656863,-0.3853476202819308,0.0193055157354995,0.0193126074568448,0.0099323242117131,0.0099359711152586,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
BE-Vie,0.0004503192728049,0.0004503171798741,0.0212207274334546,0.0212206781200346,0.6765566493609875,0.6765581526157003,0.0277934807517731,0.027791715744585,0.0151396218472877,0.015138919092016,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
BR-Npw,0.0010999912621584,0.0011000622706294,0.0331661161753749,0.0331671866553289,0.5193735019149507,0.5193424757114635,0.0405050483896142,0.0405041438216483,0.0218899049019307,0.0218897385778097,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
BR-Sa3,0.0015179338473122,0.001512473339706,0.0389606705192845,0.0388905302060289,0.5375106594446805,0.539174385809541,0.0556388335840949,0.0552437815557894,0.0305718803308034,0.0303935415340903,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
CA-ARB,0.0002900462378344,0.0002903987093408,0.0170307439013811,0.0170410888543201,-1.9139781610846731,-1.9175193008689055,0.0226890463953476,0.0227003321137001,0.0116060820556443,0.0116118884981805,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-ARF,0.0002607938184489,0.0002611041847366,0.0161491120018709,0.0161587185363385,-0.2972858418795383,-0.2988297196951508,0.021119276845569,0.021129132854719,0.0107996322657254,0.0108047238370967,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-DB2,0.0003575317228744,0.0003578305002877,0.0189085092716079,0.0189164082290422,-2.246572575536772,-2.2492856286566227,0.0246434522269003,0.0246643214161737,0.0126203755058752,0.0126309745077408,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-DBB,0.0004439405761827,0.0004443859109671,0.0210698973937415,0.0210804627787711,-2.6777729638770937,-2.6814622869929883,0.0277656606805852,0.0277868325081658,0.0141914734004465,0.0142022442616809,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-Gro,0.0003278891283652,0.0003279811520563,0.0181077090866092,0.018110249917004,0.5734805925918367,0.5733608878294938,0.0263204206934159,0.0263238267594055,0.0136939693039703,0.0136958346814965,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-LP1,0.0001868078042622,0.000186958046566,0.0136677651524412,0.0136732602756655,0.1779124137399991,0.1772512404374343,0.020388369413225,0.0203956322230075,0.0104584740958698,0.0104621783131569,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-NS1,0.0001742933024562,0.0001743840900201,0.0132020188780458,0.0132054568273938,0.5745633550455586,0.5743417495332548,0.0197560780203258,0.019760432971162,0.0101415056636672,0.0101437228590947,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-NS2,0.0001979754841256,0.0001981259659077,0.0140703761188415,0.0140757225714276,0.4309074006622333,0.4304748316048855,0.0200366677522799,0.0200441887934858,0.010292898157377,0.0102967700899582,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-NS3,0.0001939913487877,0.0001942090080204,0.0139280777133026,0.0139358892081018,0.2769103817182546,0.2760990716651701,0.0218566862198462,0.0218690220946368,0.0111317692911509,0.0111380657859168,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-NS4,0.0002224331357242,0.0002226167386368,0.0149141924261499,0.0149203464650418,-0.1019563287861942,-0.1028659162490963,0.0224519202916289,0.0224626342938776,0.0114970749181272,0.0115025281634842,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-NS5,0.0001951034342371,0.0001952161828971,0.0139679430925644,0.0139719784890022,0.5558956080971578,0.5556389638443634,0.0215770202548234,0.0215813377197417,0.0110740812329917,0.0110762647043012,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-NS6,0.0002203226940475,0.0002204516695349,0.0148432710022956,0.0148476149443247,-0.1784839009862238,-0.1791737778784554,0.0228377727539,0.02284315784106,0.0116263846313528,0.0116291141779984,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-NS7,0.0002070481555198,0.0002071714064085,0.0143891679926202,0.0143934501217927,-0.0440334011276977,-0.0446548896127581,0.0218350488131251,0.0218402420192488,0.0111285360315165,0.0111311491540991,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-Oas,0.0004388320520173,0.0004392361534614,0.0209483185964257,0.0209579615769624,0.6071396127348536,0.6067778446071972,0.0303322883465413,0.0303491142316585,0.0160686156698607,0.0160775461053137,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-Obs,0.0001501297627289,0.0001503117520903,0.0122527451099317,0.0122601693336717,0.6379379860686347,0.6374990895201642,0.0180432116257238,0.0180535010315389,0.009312076504598,0.0093172485971442,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-Qfo,0.0002157014291321,0.0002159056106959,0.0146867773569341,0.0146937269164767,0.2294764369098755,0.2287470643381676,0.019116454349428,0.0191253661612155,0.0098042325164913,0.0098087903262134,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-SF1,0.0003306899510533,0.0003305595625667,0.0181848824866523,0.0181812970540255,0.6801355010527304,0.6802616211474424,0.0241937777334036,0.0241862966942437,0.0129859434224121,0.0129818810578117,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-SF2,0.0007855745804077,0.0007850149898791,0.0280281034036869,0.0280181189568314,0.5678878353718048,0.5681956430334231,0.0365391528208176,0.0365217772832725,0.0202262049046149,0.0202166070233559,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-SF3,0.0003325349865656,0.0003328476039169,0.0182355418500704,0.0182441114860913,0.083250477585269,0.0823886380223771,0.0256034043445929,0.025616954321364,0.013175012692893,0.0131820937170589,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-TP1,0.0002882976382017,0.0002883436389872,0.0169793297335843,0.0169806842908997,0.592023310155943,0.5919582133751076,0.02419161427228,0.0241910205992824,0.0126736908173393,0.0126733547853318,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-TP4,0.0004617860794541,0.0004618841362879,0.0214892084417775,0.0214914898573352,0.6480717390944614,0.6479970097500356,0.0278002898314794,0.0278061274914023,0.0149006819851807,0.0149034581014524,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CA-TPD,0.0005249829682798,0.0005251149101739,0.022912506809162,0.022915385883156,0.6472737270310909,0.6471850777313077,0.0317309309196957,0.0317321998011127,0.0169239865196426,0.0169248913483943,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CH-Aws,0.0009842277144837,0.0009842208487456,0.0313724037090517,0.0313722942856541,0.5267226582594098,0.5267259597293852,0.0353415360168001,0.0353427348118749,0.0196263677100953,0.0196268534384086,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CH-Cha,0.0017714513645616,0.0017678093817443,0.0420886132411325,0.0420453253257042,0.4404087044486621,0.4415591858696568,0.0463485033042949,0.0463826203416723,0.026841645344041,0.0268505786753423,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR'], ['SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour']]"
CH-Dav,0.0004442673399452,0.0004443207408987,0.0210776502472473,0.0210789169764178,0.5856970422233934,0.585647242989992,0.0258510986413695,0.0258538704357343,0.0135085851662548,0.0135098908047505,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
CH-Fru,0.0009669213295072,0.0009668446486137,0.0310953586489575,0.0310941256287067,0.5873148670721007,0.5873475947240419,0.0373728725541271,0.037373014947659,0.0209592612200088,0.020959177147656,26,3,"[['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'hour', 'cluster'], ['vpd', 'SWdown', 'LWdown', 'SWdown_clearsky', 'LST_TERRA_Day', 'LAI', 'fPAR', 'hour', 'cluster']]"
