site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
US-xJE,0.0025678382914375,0.0025675749249981224,0.05067384228018929,0.05067124357066957,0.7109492756125264,0.7109789216616313,0.0926185201188551,0.0926670753854741,0.03276327002509623,0.03277741549317046,820
