site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
US-BZB,0.0008004483157232197,0.0007957992561489907,0.028292195314666195,0.028209914146430697,0.7905180816085939,0.7917347671824095,0.036270389063640156,0.03618798232698287,0.019529525770287243,0.019476185656995368,820
