site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
IT-La2,0.0030849008431191034,0.0031077527802158143,0.05554188368356896,0.055747222174883426,0.33384570239104683,0.3289110490975323,0.11833519568766937,0.11927748988449184,0.040989019129531394,0.041345244237661984,820
