site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
US-Jo2,0.0011320888832189614,0.0011436340007815438,0.033646528546329435,0.033817658120892165,0.15252668524430968,0.14388409613753772,0.036343669203998646,0.03694764249276246,0.016233396572303244,0.016502029934118326,820
