site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
US-Myb,0.005261414646981157,0.005272087706330511,0.07253560950995833,0.07260914340722187,0.6231122379102393,0.622347701046539,0.1645930388281429,0.1641982806855603,0.04874308411283707,0.04868887986303756,820
