site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
IT-PT1,0.009798165544642815,0.009856488175479008,0.0989856835337455,0.09927984778130458,0.669209037726731,0.6672400365816991,0.1669388553253522,0.1667801402505034,0.0679249452766923,0.06789250617604677,820
