site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
DK-Fou,0.0320987805995045,0.0318563032289673,0.1791613256244341,0.1784833416007424,0.4365462162435597,0.4408026019801139,0.38474519646802,0.3867341317090535,0.1039164680758164,0.1037146168905076,52
DK-Gds,0.0010614783923039,0.0010705371149204,0.0325803375105904,0.0327190634786581,0.3109180467833885,0.3050373785385482,0.1131699857033704,0.1140102135250381,0.0196819165260815,0.0198623875262843,52
DK-Skj,0.0008009245445033,0.000800306612502,0.0283006103203336,0.0282896909227031,0.6559367691204099,0.656202221942767,0.0485419810143751,0.0483989240161601,0.0153523639477234,0.0152897228775046,52
DK-Sor,0.0070522605716077,0.0103792660368588,0.0839777385478306,0.1018786829364163,0.6145459817927481,0.4327024988191554,0.1631335278537478,0.1772487063343142,0.0506031488746514,0.0551081634001129,52
DK-Vng,0.0008176371610476,0.0007980248983961,0.0285943554053528,0.0282493344770485,0.543242806527241,0.5541988179135859,0.1053745456628679,0.1045251064473078,0.024283963850145,0.0239667594783712,52
ES-Abr,0.0723421255775755,0.0829401081753083,0.2689649151424317,0.2879932432806512,-4.063143545821003,-4.804884360872028,0.229100201654222,0.2361086735616066,0.0803397771355425,0.0824631316804224,52
ES-Agu,0.0064146871785712,0.0064048370602268,0.0800917422620539,0.0800302259163801,0.2343262663719469,0.2355020020983357,0.1634114617820984,0.1633489503956705,0.0564120810749189,0.0563662806204847,52
ES-Amo,0.0055215525509801,0.0055754715596874,0.0743071500663301,0.0746690803457991,0.361303855541475,0.3550668664597962,0.1729806919328298,0.1742576569936811,0.0524764703745662,0.0528434254860211,52
ES-LJu,0.0050726003488198,0.0050816939020408,0.0712221900029751,0.0712860007437708,0.3353830986280047,0.3341916526735422,0.1066898598625924,0.105782199130114,0.0472145084337275,0.0468942310354232,52
ES-LM1,0.0034984768573803,0.0034317300357997,0.0591479235255166,0.0585809699117362,0.695507213651455,0.7013165777008751,0.1062932294939382,0.1048008117774011,0.0449338903375289,0.0443312433684405,52
ES-LM2,0.0040384065726066,0.0039720391608916,0.063548458459719,0.0630241157089224,0.6925522169262212,0.6976048319200974,0.1233011303397981,0.1210190766696412,0.0478322808710533,0.0470796391412745,52
ES-LgS,0.0069821364388775,0.0069872100772916,0.0835591792616318,0.0835895332998791,0.6725305598889448,0.672292600985487,0.1422639698187968,0.1429494342263636,0.0601163577671843,0.0602943588342556,52
FI-Hyy,0.0030084202250227,0.003017971068887,0.0548490676768783,0.0549360634636946,0.8178775213460127,0.8172993363759284,0.1375894517475576,0.1375565002252195,0.0393664048749713,0.0392358726887719,52
FI-Ken,0.00594738966861,0.0057690963472983,0.0771193209812565,0.0759545676526325,0.7496130738222917,0.7571192772440851,0.2265418447733791,0.2260181862850815,0.0539845513009812,0.0534681758676116,52
FI-Let,0.0012091888379992,0.0011973400047943,0.0347733926731231,0.0346026011275791,0.696198587690819,0.6991755356651432,0.0494745017369935,0.0492761194057829,0.0235681495588105,0.0234703623801595,52
FI-Lom,0.0114464903715074,0.0112615078997147,0.1069882721213287,0.1061202520714815,0.7096672829974178,0.7143592420075885,0.2990952945504261,0.29514421231296,0.0698030596097659,0.0691600270865842,52
FI-Qvd,0.0029630154518617,0.0030766941025471,0.0544335875343684,0.0554679556369905,0.8561157839831213,0.8505955415822765,0.1827453247321498,0.1881102788066916,0.0379253270542304,0.0389425908878351,52
FI-Sii,0.0043994886173935,0.0043597068365567,0.0663286410036684,0.0660280761233945,0.6295095506467479,0.6328596604299641,0.1985309127715298,0.1992553482282228,0.0461075863089815,0.0461025177306126,52
FI-Sod,0.0026879533349536,0.0026902645159684,0.0518454755494988,0.0518677598896311,0.6792581240265538,0.6789823407662023,0.1020127081010051,0.1022635155919819,0.0391765789771395,0.039274521201677,52
FI-Var,0.0042854531509911,0.0042556124571836,0.0654633725910234,0.0652350554317512,0.5612950755444126,0.5643498888538268,0.1347190528236995,0.1360806933936615,0.0394768309080381,0.0397997585045985,52
FR-Aur,0.0015580652835137,0.0015837325096697,0.0394723356734029,0.0397961368686676,0.5063841123101391,0.4982523923125511,0.0751511172006604,0.076311869013925,0.0269510650305115,0.0272945703278544,52
FR-Bil,0.0026501949307106,0.0026667811149251,0.051480044004552,0.0516408860780401,0.7586529286574626,0.7571424635446767,0.0742139717416555,0.074585281166841,0.0323014796787533,0.0324307988960527,52
FR-EM2,0.0027018608892526,0.002696244883201,0.0519794275579547,0.051925378026559,0.6377301776378035,0.6384831806968401,0.1222744411135382,0.1242250653848127,0.0314407707463219,0.0317485147651733,52
FR-FBn,0.0048206493605363,0.0047074244307282,0.0694308962965075,0.0686106728631065,0.7163636765842429,0.7230255804913588,0.104821104986332,0.1028817344712382,0.0497356313128679,0.0488664140660605,52
FR-Fon,0.0032312155669035,0.0032251519301324,0.0568437821305335,0.0567904211124764,0.6838536825923541,0.6844469566700525,0.1001677694633611,0.0998786040694403,0.0395434197084205,0.0393921568587659,52
FR-Gri,0.0069461132401086,0.0070341887132784,0.0833433455058569,0.0838700704260967,0.5263661254255962,0.520360532632852,0.2689090527604266,0.2722250554178313,0.0504328585099058,0.0510422525780229,52
FR-Hes,0.0026728872537061,0.0026730539475655,0.0516999734400911,0.0517015855420853,0.7182759602079101,0.7182583905676553,0.1100269660964722,0.1095205458980273,0.0389368245786208,0.0388155750574324,52
FR-LBr,0.0035222432630998,0.0035285912517342,0.0593484899816316,0.0594019465315256,0.756054641196205,0.7556149888924238,0.1102912260190093,0.1099488140742271,0.0397060938785041,0.0396426038197603,52
FR-LGt,0.0018108298383386,0.0018029276398299,0.0425538463401215,0.0424608954195501,0.7360347569361105,0.7371866629329782,0.0815941869226125,0.0810148939568529,0.0318039516962765,0.0315925880666266,52
FR-Lam,0.008316498481975,0.0083453569194541,0.0911948380226375,0.0913529250733339,0.4196971397401112,0.4176834757145561,0.2114360874183909,0.213039804171718,0.0520117149682293,0.0522837148165957,52
FR-Mej,0.0013509632088064,0.0013834514460283,0.0367554514161702,0.0371947771337372,0.7633801545793986,0.7576898725500053,0.0971469424947813,0.0991365601572609,0.0258784353311424,0.0263559544149774,52
FR-Pue,0.006561649503362,0.0065379860739983,0.0810040091807934,0.0808578139328436,0.4962705047190016,0.4980871161250048,0.2099678901956825,0.2086497131509319,0.0547905659795486,0.0545995478947554,52
FR-Tou,0.0031388374475468,0.0032104507892503,0.0560253286250677,0.0566608399977474,0.7022426980289453,0.6954492925827893,0.0903812658410861,0.091292123459798,0.0402981916155822,0.0406185974771409,52
GF-Guy,0.0039739263952963,0.0039710000714286,0.0630390862504871,0.0630158715835039,0.7492325886049538,0.7494172489605336,0.1629353898487874,0.1631873778640542,0.041962028680366,0.042010201936057,52
GH-Ank,0.001443170652309,0.0014770159049419,0.0379890859630632,0.0384319646250615,0.7335914051458696,0.727343588103576,0.0691160897166168,0.070149287768516,0.0287562868563734,0.0291612351889917,52
GL-NuF,0.0069129257516994,0.00685838274844,0.083144006108074,0.0828153533376512,0.630430186353957,0.6333460932035745,0.1795028748966169,0.1783346263846313,0.0595935192368608,0.059261303643209,52
GL-ZaF,0.0055247261153593,0.0055321924123279,0.0743285013662951,0.0743787094021399,0.7244111652826084,0.724038725447895,0.3113546145963305,0.3141959410495863,0.0573947889669452,0.0577913542761689,52
GL-ZaH,0.0048004490822256,0.0047762752694925,0.0692852731987517,0.0691106017156018,0.4204274776203828,0.4233460540663128,0.1401190080781974,0.1396328454134771,0.0534427616131312,0.0532684238793475,52
IL-Yat,0.0048837038124467,0.0048393788985241,0.0698835017185515,0.0695656445274829,0.3846908518929659,0.3902754504012079,0.1910618501647069,0.1888406583084318,0.0535561113952963,0.0532021496566921,52
IT-BCi,0.0041354443023005,0.0042171639440365,0.0643074202740287,0.0649396946715682,0.3372022969047019,0.3241048914311908,0.1217989574064833,0.1235920750378175,0.0440515012672805,0.0445921439616827,52
IT-BFt,0.0014200733113712,0.0014208086828893,0.0376838600911747,0.0376936159434105,0.8370614397889682,0.8369770635983732,0.0582872448981184,0.058467350462106,0.0233620388438948,0.0234356995685701,52
IT-CA1,0.037189543503419,0.0489362697013634,0.1928459061100833,0.2212154373034653,-0.827603886621961,-1.4048726678984345,0.3297570123385256,0.364909328714806,0.0731357951267077,0.0791726966591436,52
IT-CA2,0.0064140511140635,0.0061604598639484,0.0800877713141249,0.0784885970313421,0.3559653133908725,0.3814284034708117,0.290307363739464,0.2892762821938267,0.0582549124923054,0.0577301497186549,52
IT-CA3,0.0474789661878818,0.0494904043197461,0.2178966869593979,0.222464388879987,0.4711904205338533,0.4487874948167221,0.2496842743880507,0.2690898702133517,0.1356154862414026,0.1404087015418114,52
IT-Col,0.0058060820059536,0.0057838584980279,0.0761976509214924,0.0760516830716319,0.6905574079840178,0.6917418383605021,0.2324072337904308,0.233485419714439,0.0584018367638582,0.0583285472563,52
IT-Cp2,0.0085275566555156,0.0091064813982705,0.0923447705910608,0.0954278858524621,0.5233618786786254,0.4910035358472499,0.1328163231410243,0.138364371533622,0.0612199016866819,0.0643803359596818,52
IT-Cpz,0.0056456173343573,0.0056460455037444,0.075137323178014,0.075140172369675,0.7608211629000362,0.7608030233326455,0.1230053191779411,0.1230601581960785,0.051030450322311,0.0510386574588837,52
IT-Isp,0.0034676070065198,0.0035925609909447,0.0588863906732264,0.0599379761999411,0.7887337324488815,0.7811208276833053,0.1765815274142358,0.1849670271530586,0.0446014603748067,0.0459719785541278,52
