site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
US-Me3,0.0023563700059692065,0.0023513978211519865,0.048542455706002414,0.04849121385521285,0.6370282003270962,0.6377941084259264,0.06599923105473338,0.06650893388465096,0.034248540222043385,0.03445339840167599,820
