site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
CA-SF1,0.004248337335018701,0.00425131542442862,0.06517927074629402,0.06520211211631584,0.756657035517134,0.756486451816181,0.11109653012593905,0.11119149813215355,0.05030360910866131,0.0503809461875223,820
