site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
CZ-BK2,0.005835521779742642,0.0059034266959150745,0.07639058698388593,0.07683376013130605,0.5030875033114657,0.49730519237059934,0.2776406108003249,0.28146175053160644,0.05151846414846217,0.052150186654725116,820
