site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
CA-Obs,0.0055477155124997,0.005555671298445,0.0744829880744572,0.0745363756728555,0.7347357866571814,0.7343553804709682,0.1781571623173688,0.1817991869854009,0.0541980260948023,0.0548349712014727,103
CA-Qfo,0.0019315207755742,0.001924967157392,0.0439490702469825,0.0438744476591104,0.6970725579981514,0.6981003858200894,0.0585852297107765,0.0584052842396196,0.0321408439174871,0.0320443993318344,103
CA-SF1,0.0042631256617028,0.0042725936549167,0.0652926156751502,0.0653650797820726,0.7558099664236788,0.7552676437796245,0.1104514888783027,0.1106607807369041,0.0500492606762696,0.0501479618499896,4
CA-SF2,0.0217389115285272,0.0206720424543425,0.1474412138057987,0.1437777536837412,-0.3554546936027298,-0.2889337598307886,0.2120292923960697,0.2083567304259098,0.1013269814909217,0.0995351617723828,26
CA-SF3,0.0014455177595723,0.0014480049,0.0380199652757909,0.03805266,0.6350718031484623,0.634443998336792,0.0568824358745019,0.056972545,0.0279464554141005,0.027985951,2
CA-TP1,0.0052668871852579,0.0052754929920371,0.0725733228208405,0.0726325890495247,0.6058276370595185,0.6051835808886054,0.08490582987108,0.0857657457152744,0.0463940411846298,0.0467194774172904,26
CA-TP4,0.0035322689825095,0.0035492239352458,0.0594328947848711,0.059575363492352,0.7075326761198468,0.7061288278631437,0.088953092340772,0.0898959273459414,0.04288954893919,0.0432384590481514,205
CA-TPD,0.0035738551747543,0.0035555171642367,0.0597817294393053,0.0596281574781307,0.6832431805081872,0.6848685093487005,0.1157814903813781,0.1153973032920529,0.0444838606553529,0.0443502090339626,52
CH-Aws,0.0025365845162973,0.0025370383340525,0.0503645164406182,0.0503690215713248,0.6907585770022332,0.6907032509338429,0.0657373248431366,0.0664944703971894,0.0339320711480546,0.0342547101102861,103
CH-Cha,0.0036113605251548,0.0036163037,0.0600945964721856,0.06013571,0.6947459944879525,0.6943281888961792,0.105870275522701,0.10641553,0.0379841365204893,0.038148213,104
CH-Dav,0.0004870620824133,0.0004875459,0.0220694830572297,0.022080442,0.6725670488924617,0.6722418069839478,0.0317182996615042,0.031764634,0.0151640143751392,0.0151838185,2
CH-Fru,0.0031041035448553,0.0031100283775132,0.0557144823619076,0.0557676284013693,0.6731222672384816,0.6724983525274479,0.0930847615732241,0.0933609332326667,0.0362878613504094,0.0363982555383807,52
CH-Lae,0.0016609103467618,0.0016609103,0.0407542678349374,0.040754266,0.6525123479037609,0.6525123119354248,0.0648521631451359,0.06485216,0.026690393002352,0.026690394,1
CH-Oe1,0.0075949257018094,0.0076302937,0.0871488709152873,0.08735155,0.4320041134047276,0.4293590784072876,0.1898788683983103,0.18993269,0.0540418507414361,0.054070476,7
CH-Oe2,0.0020457152595787,0.0020391583819627,0.0452295838979171,0.0451570413331376,0.5484649706717805,0.5499122199469616,0.0603157958790673,0.0608052034271616,0.0276392825733504,0.0278350620363425,205
CN-Cha,0.006284901647961,0.0062426906133153,0.0792773716009871,0.0790106993597408,0.7064258783900098,0.7083975985715606,0.1767184049710681,0.1768024174425293,0.0581251511304576,0.058086973296824,205
CN-Cng,0.0034395168491221,0.0034376107025701,0.05864739422278,0.0586311410648821,0.6022400826959678,0.6024605173465822,0.160464059336305,0.1615903940201256,0.0359642448485686,0.0360312682400607,52
CN-Dan,0.0043425307086938,0.0043408999815454,0.0658978809120132,0.065885506612194,0.6355807267395763,0.6357175751448445,0.1674429579262351,0.1678923694736707,0.0489698665933415,0.0489898849276662,52
CN-Din,0.0045436034161697,0.0045064506,0.067406256506127,0.0671301,0.8448623475096562,0.846130907535553,0.1167357188237285,0.11823817,0.0439835592849586,0.044199813,4
CN-Du2,0.0027547719655454,0.0027665590556303,0.0524859215937513,0.0525980898477343,0.4984307822397478,0.4962846730054767,0.1145504066987012,0.1142084686031836,0.0375683876001232,0.0373808892830024,52
CN-Du3,0.0002927052891394,0.00029270528,0.0171086320066632,0.017108632,0.9197155847234284,0.9197155833244324,0.0435022484805838,0.04350225,0.0132531531063126,0.013253153,1
CN-Ha2,0.0103829263550899,0.0103355973783082,0.1018966454555298,0.1016641400805034,0.6854596472956865,0.6868934312349089,0.2202460500309777,0.2252736375838628,0.0691968599837807,0.0697735202427401,205
CN-HaM,0.013304331684731,0.0136781877227534,0.1153444046528962,0.1169537845593439,0.3738270998946094,0.3562314381885015,0.4675974659618266,0.4774793422423245,0.0840234393919644,0.0848294107629935,52
CN-Qia,0.0027124385374532,0.0027105858998438,0.0520810765773257,0.0520632874475277,0.8379191507513372,0.8380298544863456,0.1005863760935216,0.1011173641587299,0.0361699364404138,0.036279896065494,13
CN-Sw2,0.0017888669733119,0.0018026207,0.042294999388958,0.042457283,-0.001992021897778,-0.0096958875656127,0.0623149556179266,0.062476173,0.0279024645972405,0.027952373,52
CZ-BK1,0.0020812973255451,0.0020938349019925,0.0456212376590673,0.0457584407731791,0.7686267427138118,0.7672329678477636,0.0574856508210538,0.0579365136052808,0.0290267737186189,0.0292312725346626,205
CZ-BK2,0.0058355219595399,0.005903426695915,0.076390588160715,0.076833760131306,0.5030874880011729,0.4973051923705998,0.2776406125966623,0.2814617505316066,0.0515184646906825,0.0521501866547251,410
CZ-KrP,0.0032706012909883,0.0032783323027102,0.0571891710989795,0.0572567227730527,0.6232486229928111,0.6223580621898503,0.067888341587302,0.0680514790040223,0.036338602857069,0.0364056055039867,52
CZ-Lnz,0.003170996690511,0.0031631039108775,0.0563116035157147,0.0562414785623342,0.7467596225768294,0.7473899513625074,0.1120815563899974,0.1115260135162152,0.0417503177544219,0.0415497148329332,410
CZ-RAJ,0.0029969212852337,0.0029833264818227,0.0547441438441934,0.0546198359739645,0.8435913853312852,0.8443008949132278,0.1132383897420424,0.1141160296580514,0.0375722830979594,0.0377403802046758,103
CZ-Stn,0.0023549480629674,0.0023487064,0.04852780711064,0.048463453,0.7230302604727935,0.7237643599510193,0.1032855533359035,0.10370679,0.0353054456680126,0.035436217,103
CZ-wet,0.0046723120451371,0.0046178043025047,0.0683543125569784,0.0679544281302167,0.72791495001481,0.7310891262546284,0.1439458454475687,0.1443450398116703,0.0488496546525221,0.0487590929469607,410
DE-Geb,0.0025781437549058,0.0025648089453389,0.0507754247141849,0.0506439428297101,0.5194998129786614,0.5219850811017465,0.0694075796875727,0.0698059693665369,0.0306863003557317,0.0308256858833287,52
DE-Gri,0.0024809959781227,0.0024620254393868,0.0498095972491521,0.0496188012691445,0.6712655780311672,0.6737791931844244,0.0610644035773081,0.0611037697272968,0.030564289996683,0.0305605131939524,410
DE-Hai,0.0047495574869358,0.0047840322,0.0689170333584943,0.0691667,0.6250501175236701,0.622328519821167,0.174024198714034,0.17495725,0.0507256814100343,0.05091752,52
DE-HoH,0.0028579389415152,0.0028726935563256,0.0534596945512712,0.0535975144603334,0.7676783022076968,0.7664789003894013,0.1074674539012431,0.1077421008795528,0.0390242749458334,0.039117096123916,410
DE-Hte,0.0010925052726572,0.0011065994637719,0.0330530675226554,0.0332655897854214,0.6938051577216204,0.6898549995544971,0.0579692619367396,0.0584444639984086,0.023102320894891,0.0232780228510951,52
DE-Hzd,0.0021994647474255,0.0021464392203671,0.0468984514395262,0.0463296796920411,0.6466172800209924,0.6551367641373779,0.0610331068845866,0.0600497917610566,0.0324067901290504,0.0318902855273871,205
DE-Kli,0.0028890721728526,0.0031033510929464,0.0537500899799494,0.0557077292029252,0.5866090056521363,0.5559483054184376,0.0992990294078312,0.1031448533619699,0.0355658094518616,0.0367876697360962,410
DE-Lkb,0.0054248065559174,0.0054328963,0.0736532861175758,0.073708184,0.7323477126311142,0.7319486141204834,0.1856785269803284,0.1854474,0.0515453954074649,0.05155665,13
DE-Lnf,0.0046717340891519,0.0046524073394674,0.0683500847779426,0.0682085576703352,0.7770437712231651,0.7779661309170048,0.215145953234325,0.21352051432379,0.050519229610507,0.0502205404781984,205
DE-Obe,0.0032875749422885,0.0033557007889919,0.0573373782299862,0.0579284108964847,0.7071027965557499,0.7010333166710341,0.0999308218900458,0.1015025269393773,0.0371735969982837,0.0376813899190055,410
DE-RuR,0.0019039227977349,0.0019084823374048,0.0436339638095707,0.0436861801649548,0.7849473442699357,0.7844323333062044,0.0511622653796489,0.0513555369569165,0.0269745763829094,0.0270647374135967,52
DE-RuS,0.0055727023619495,0.0055960095818278,0.0746505349073238,0.0748064808811902,0.4222458693967587,0.4198294757545088,0.1889059577144432,0.1907164972254664,0.0472309591797722,0.0476613023970613,103
DE-RuW,0.0009660333174142,0.0009664354,0.0310810765163351,0.031087544,0.7668613329363699,0.7667642831802368,0.0503196121453344,0.050526343,0.0215783728541079,0.021648748,52
DE-Seh,0.0157326070772322,0.0157852262271162,0.1254296897757155,0.1256392702426921,0.0054061470758375,0.0020796365513072,0.4959698249450803,0.4950725494311407,0.0890810551964424,0.0890144074291158,52
DE-SfN,0.0028014364843683,0.0028076973103976,0.052928597982266,0.0529877090502847,0.6801935360307996,0.6794788124791062,0.0738966282139026,0.0744035750506888,0.0346503133045226,0.0348234621485285,13
DE-Tha,0.0028276100250312,0.0028276101,0.053175276445273,0.053175278,0.7921382106588951,0.7921382188796997,0.0859438461614534,0.08594385,0.0345013090811232,0.034501307,1
DK-Fou,0.0306200203335534,0.030620022,0.1749857718031768,0.17498578,0.4625039956843042,0.462503969669342,0.420484291524178,0.42048427,0.1033665957047325,0.103366606,1
DK-Gds,0.0009643308837239,0.0009604208905659,0.031053677458941,0.0309906581176646,0.3739834802842661,0.3765217380028296,0.1014521236074332,0.1008927172789167,0.0173419764853331,0.0171973123331522,26
DK-Skj,0.0007935735512568,0.0007979956663297,0.0281704375410968,0.0282488170784156,0.6590946277525827,0.6571949641578497,0.0465045791226117,0.0469551176369028,0.0147396107580467,0.0148580982101577,52
DK-Sor,0.0062921841021888,0.0096864545669654,0.0793232885235407,0.0984197874767336,0.6560893318019361,0.4705693589867469,0.1583625202806272,0.173479354055717,0.0489919956298378,0.0539025445010816,103
DK-Vng,0.0007960683002691,0.0008299963053988,0.0282146823527961,0.0288096564609652,0.5552918336323011,0.5363386094621905,0.1017915095805597,0.1040883635536203,0.0235283397584637,0.0240037845371873,410
ES-Abr,0.0649194276722991,0.078261417226348,0.2547929113462522,0.2797524213056038,-3.543637314954476,-4.477428073238938,0.2250633763149706,0.2335980527918049,0.0788968311630617,0.0815606300562683,52
ES-Agu,0.0064483812489121,0.0064589775647467,0.080301813484579,0.0803677644627917,0.2303044545640092,0.229039650765795,0.1637853522586656,0.1639824817860685,0.056511568476646,0.0565821140679539,7
ES-Amo,0.0054522451825433,0.0054631671998263,0.0738393200303427,0.0739132410318096,0.3693208668067664,0.3680574811441348,0.1704144731479235,0.1707017032717981,0.0517393378180758,0.0518784346965596,52
ES-LJu,0.004661812472685,0.0046340439750958,0.0682774668004386,0.0680738126969238,0.3892049151686015,0.3928431700190437,0.1094076996053485,0.1087658673208386,0.0472113186548468,0.0469606914732554,103
ES-LM1,0.0034729499684334,0.003450802340577,0.0589317399067212,0.0587435302018619,0.697728967248556,0.6996566041007976,0.1049779796116516,0.1053005764344291,0.0443299941018653,0.044338548637094,52
ES-LM2,0.0039795658681519,0.0039441557849134,0.0630838003623111,0.0628025141607677,0.697031816444955,0.6997276201968553,0.1218599739683333,0.121646847060964,0.0472232499507521,0.0470233665964191,26
ES-LgS,0.0072191573304124,0.0071653645,0.0849656244042993,0.084648475,0.6614140342631507,0.663936972618103,0.1502941354774723,0.14993206,0.0625795868515479,0.06233703,4
FI-Hyy,0.0030016260989755,0.0030190353217744,0.0547870979243797,0.0549457488962925,0.8182888212919815,0.8172349090821132,0.1369030285028776,0.137817381682539,0.039157817485728,0.0391814266652549,26
FI-Ken,0.0055806121236126,0.005437308825927,0.0747034947215499,0.073738109725752,0.7650545207763427,0.7710876334893034,0.1914785860595313,0.1933708767989982,0.0480987496121084,0.0481017438781192,205
FI-Let,0.0011844114922729,0.0011647209865724,0.034415279924373,0.0341280088281237,0.7024237465645704,0.7073708675211123,0.0474954505306168,0.0475175294634367,0.0228318924500105,0.0227814896579585,103
FI-Lom,0.0109828517406742,0.0106777888528802,0.1047991018123451,0.1033333869225248,0.7214271726254412,0.7291648925898387,0.2772116981796904,0.282334182753231,0.0662410552765578,0.0661415170390354,410
FI-Qvd,0.002814139916888,0.002807218,0.0530484676205453,0.052983187,0.8633451892905845,0.8636813163757324,0.1753726373465425,0.173867,0.0370279817599371,0.03679807,2
FI-Sii,0.0039659573647488,0.0039864905837646,0.0629758474714617,0.0631386615613973,0.6660181548436097,0.6642890080719192,0.203839954371839,0.207732854433284,0.0461254096065559,0.0465848641949743,410
FI-Sod,0.0024192083865066,0.0024995048156362,0.0491854489306206,0.0499950479111306,0.7113262993934295,0.7017448728939153,0.0873721029681829,0.0906403456908105,0.0343119060099567,0.0354532863755745,103
FI-Var,0.0040461517282147,0.0040131654,0.0636093682425376,0.06334955,0.5857925344833711,0.5891693830490112,0.1271823098178235,0.1268974,0.0371022570960225,0.036948286,13
FR-Aur,0.0015484743825864,0.0015729480936883,0.0393506592395404,0.0396604096510404,0.5094226377975501,0.5016690393068703,0.0749970020332847,0.0762958210779732,0.0268922833672308,0.0272665511233231,52
FR-Bil,0.0026528802348245,0.0027032208502491,0.0515061184212569,0.0519925076357077,0.7584083842746889,0.7538239818363945,0.0739679839908476,0.0751774542413555,0.0323486179358602,0.0329585305478814,52
FR-EM2,0.002670870351586,0.0026708702,0.0516804639258008,0.05168046,0.641885438413836,0.6418854594230652,0.122677980981974,0.12267798,0.031498727426278,0.031498726,1
FR-FBn,0.0046788838462861,0.0045171188928733,0.068402367256449,0.0672095148983637,0.7247048452197916,0.7342227365269518,0.1068388395104375,0.1098391528514127,0.0498715183318897,0.0501563410073808,52
FR-Fon,0.0032158410024522,0.0032045227,0.0567083856449141,0.0566085,0.6853579498974516,0.6864653825759888,0.1004598441794334,0.10007378,0.039537027523398,0.039337747,13
FR-Gri,0.0067608498444889,0.0067527626162352,0.0822243871639609,0.082175194652859,0.5389986606076453,0.5395501035686148,0.2652475438320107,0.2661209278322145,0.0496345919657997,0.0497362417201489,13
FR-Hes,0.0026726967988948,0.0026809718948504,0.0516981314835932,0.0517781024647527,0.718296034267804,0.7174238338190082,0.1094295796576921,0.1089763376862583,0.0387735802487232,0.0386466259718334,103
FR-LBr,0.0035216079605496,0.0035099676846184,0.0593431374343293,0.0592449802482745,0.7560986413111791,0.7569048296055461,0.1105004454277248,0.1102948127533906,0.0397634393076171,0.0396780619921341,4
FR-LGt,0.0016184128291267,0.0016184129,0.0402295019746302,0.040229503,0.7640834457366237,0.7640834450721741,0.0735362389348295,0.07353624,0.0294725242534223,0.029472524,1
FR-Lam,0.0082635493092589,0.008277565625446,0.0909040665166248,0.0909811278532315,0.4233917903724854,0.4224137695874984,0.211345882600877,0.214754977425156,0.0518886004504248,0.0524669674389332,103
FR-Mej,0.0014245997338125,0.0014140449,0.0377438701488406,0.037603788,0.750482791386476,0.7523314356803894,0.0984950137465934,0.09780471,0.0264989471465368,0.026317408,2
FR-Pue,0.0066293032360488,0.0065963206376336,0.0814205332581953,0.081217735979487,0.4910768136200267,0.493608845793376,0.2210512690814017,0.2226118125578031,0.0563392742804856,0.0565975833037736,205
FR-Tou,0.002826926824256,0.0028095004772651,0.0531688520118317,0.0530047212733463,0.7318312534094591,0.7334843565567046,0.0891972033408633,0.0904855912819833,0.0393260057829139,0.0396265941898135,205
GF-Guy,0.0039972609725835,0.0039977309143084,0.0632238955821574,0.0632276119611396,0.7477601024639842,0.747730447644509,0.1632454235218687,0.1626334177955047,0.0420568116658,0.0419779932254238,2
GH-Ank,0.001425721892494,0.0014403743,0.0377587326653593,0.037952263,0.7368124376528755,0.7341076135635376,0.0681121190329656,0.06917472,0.0283885597190115,0.028763046,2
GL-NuF,0.0068298817569527,0.0067593893,0.0826430986649986,0.0822155,0.6348697760103961,0.6386383771896362,0.1766777237061327,0.17696978,0.0586822703587914,0.058504827,7
GL-ZaF,0.0052769817317132,0.0052645469742721,0.0726428367543094,0.0725571979494256,0.7367693500271857,0.7373896306061025,0.2862105875941162,0.2969738130709067,0.0532017962522424,0.0546032788599774,205
GL-ZaH,0.0041860443838777,0.0042455330061577,0.0646996474787748,0.0651577547660887,0.4946063876939999,0.4874241490581648,0.1279570201901817,0.1284449054476467,0.049175401050535,0.0493876098760752,205
IL-Yat,0.0048451115337351,0.0048268586,0.0696068353952046,0.0694756,0.3895531824210945,0.3918529152870178,0.1924281932334639,0.19181967,0.0534836739912917,0.053369995,2
IT-BCi,0.0041195183683466,0.0041492583763674,0.0641834742620451,0.0644147372607189,0.3397547850227155,0.3349882817003798,0.1229130382911829,0.1237723015731633,0.0442082304536311,0.0444887018598225,26
IT-BFt,0.0014024324541398,0.0014109791252403,0.0374490647965987,0.0375630020797105,0.8390855436539967,0.8381049025331758,0.0585753824035623,0.0590283048641329,0.0234014455407802,0.0236014499020513,103
IT-CA1,0.0541440755216566,0.05289045,0.2326887954364298,0.22997923,-1.660799610294633,-1.5991928577423096,0.362494409863093,0.38103068,0.0798808356569207,0.08129197,205
IT-CA2,0.006214737246445,0.0058794223510189,0.0788336048043287,0.0766773913941973,0.3759784130662204,0.4096473720050807,0.2971140014752017,0.2994560022451334,0.0588659533147289,0.0588187969361111,205
IT-CA3,0.0482151437609245,0.048907244658817,0.2195794702628745,0.2211498240081077,0.4629910475468211,0.4552825902203841,0.2351213936617085,0.240875978120175,0.1335626689297765,0.1354020553781862,26
IT-Col,0.0058475485994327,0.005818997,0.0764692657178868,0.07628235,0.6883473926664408,0.6898691058158875,0.2343750705172624,0.23647733,0.0587410761956705,0.058888093,52
IT-Cp2,0.0075927214555296,0.008259411,0.0871362235555895,0.0908813,0.5756134334282739,0.5383496284484863,0.1278346910901932,0.13096425,0.0572924027462955,0.060015343,2
IT-Cpz,0.0056494434492966,0.0056494437,0.0751627796804814,0.07516278,0.7606590680098608,0.7606590390205383,0.1231159151789653,0.12311591,0.0510820743191005,0.051082075,1
IT-Isp,0.0033596846949079,0.0034436805,0.0579627871561396,0.05868288,0.7953089711990822,0.7901914715766907,0.1655889302481385,0.17389898,0.0427823498565292,0.04408369,205
IT-La2,0.0030755864282196,0.0030776,0.0554579699251574,0.05547612,0.3358570595887373,0.3354222774505615,0.1189850748563272,0.119780794,0.0411823998474395,0.041450776,26
IT-Lav,0.0035879296127311,0.003588299,0.0598993289839805,0.05990241,0.7612102976439064,0.7611857056617737,0.0826215876207095,0.08285062,0.0393018151283949,0.03937598,7
IT-Lsn,0.0045707852226543,0.0045233926217541,0.0676075825825354,0.0672561716257638,0.8036294686782212,0.805665554332248,0.12151048417141,0.1210862779586058,0.0450172109684505,0.0447726271518044,103
IT-MBo,0.0047632548079312,0.0047585939775296,0.0690163372538075,0.0689825628512716,0.7263773013814989,0.7266450403632938,0.1483932984792152,0.1463355773030498,0.0520587601328787,0.0515744282220211,205
IT-Noe,0.0039637699409356,0.0039374188088717,0.0629584779115222,0.0627488550403251,0.7299778978786418,0.7317730040980235,0.1546732601980758,0.1549352506849781,0.0470030764235811,0.0470250335210662,103
