site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
CA-ARB,0.00611479481776137,0.006114013545918741,0.07819715351444304,0.07819215782876657,0.6276051412433008,0.627652721190978,0.29413149761928165,0.2922714420591479,0.05414217571226393,0.05407159454213771,820
