site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
US-SRC,0.001064239698874931,0.0010639235195618552,0.03262268687393684,0.03261784051039945,0.1899873365765844,0.190227986542729,0.06283435727166427,0.06293924502099117,0.021877435825081903,0.021912374442763272,820
