site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
US-Wi0,0.00012082561724917354,0.00021156184229126088,0.010992070653392541,0.014545165598619387,-1.9770617232119339,-4.212741114979247,0.02551822730729306,0.03542847305897829,0.007040252130538102,0.00974835222769424,820
