site,ensemble_mse_scaled,full_mse_scaled,ensemble_rmse_scaled,full_rmse_scaled,ensemble_r2,full_r2,ensemble_relative_error,full_relative_error,ensemble_mae,full_mae,O_hat_count
US-xUN,0.0038218575970449782,0.0038079884348900307,0.06182117434217,0.06170890077525308,0.6240960598949982,0.6254601799773453,0.15166555479569999,0.15194407476905322,0.04746940708296111,0.04755339211621969,820
