site,test_loss,mse,r2,relative_error,mae,rmse
CA-NS7,0.002053404925391,0.0020534053910523,0.7588778138160706,1.660748839378357,0.0245067123323678,0.0453145168721675
CA-Oas,0.001449154689908,0.0014491559704765,0.9038609862327576,0.3808728158473968,0.0181433334946632,0.0380677804350853
CA-Obs,0.0017047133296728,0.0017047140281647,0.9185012578964232,0.5630399584770203,0.0228469502180814,0.0412881821393966
CA-Qfo,0.0008040820830501,0.0008040820830501,0.8738598227500916,1.2507628202438354,0.0171201024204492,0.0283563416451215
CA-SF1,0.0031182894017547,0.003118289168924,0.8216509819030762,1.5903716087341309,0.03986057639122,0.0558416433632373
CA-SF2,0.0681731328368187,0.0681731328368187,-3.245269298553467,4.268770217895508,0.1462177187204361,0.2610998451709747
CA-SF3,0.0010345038026571,0.0010345035698264,0.7392177581787109,2.436861515045166,0.0206962116062641,0.0321636982262134
CA-TP1,0.0042226877994835,0.0042226868681609,0.6840698719024658,3.453507661819458,0.0331443548202514,0.0649822056293487
CA-TP4,0.0018303155666217,0.0018303163815289,0.8484772443771362,1.3703663349151611,0.0254375413060188,0.0427821986377239
CA-TPD,0.0012616453459486,0.001261644763872,0.8882309794425964,2.030177593231201,0.0202020108699798,0.035519640892744
CH-Aws,0.0016314226668328,0.0016314218519255,0.8011603355407715,1.080193042755127,0.0222994536161422,0.0403908640146255
CH-Cha,0.0035430327989161,0.0035430330317467,0.7005595564842224,1.505844235420227,0.037009984254837,0.0595233812928199
CH-Dav,0.0003931461833417,0.0003931460378225,0.7356592416763306,1.8666117191314695,0.0128554515540599,0.0198279097676277
CH-Fru,0.0025618381332606,0.0025618383660912,0.7301868200302124,3.063870906829834,0.0289895217865705,0.0506146065890789
CH-Lae,0.0014982416760176,0.0014982419088482,0.6861762404441833,2.9557254314422607,0.0250651109963655,0.0387071296572685
CH-Oe1,0.0064592268317937,0.006459230557084,0.517127275466919,3.601820468902588,0.0427622534334659,0.0803693383932113
CH-Oe2,0.0022121462970972,0.0022121451329439,0.5117893815040588,3.104822874069214,0.0256340317428112,0.0470334477722644
CN-Cha,0.003287109080702,0.0032871076837182,0.846569299697876,1.1867730617523191,0.0362769439816474,0.0573333017528057
CN-Cng,0.0022770902141928,0.0022770892828702,0.7369089722633362,3.3658180236816406,0.0260759368538856,0.0477188564836978
CN-Dan,0.0012769505847245,0.0012769504683092,0.8929994702339172,1.1230608224868774,0.0209780298173427,0.0357344448566436
CN-Din,0.0039535830728709,0.0039535835385322,0.8651200532913208,0.7783893346786499,0.0399776846170425,0.0628775283694267
CN-Du2,0.0020769792608916,0.0020769783295691,0.6122577786445618,2.0253331661224365,0.0257998928427696,0.0455738790333271
CN-Du3,0.0007159529486671,0.0007159530650824,0.8086059093475342,0.6793273091316223,0.0205579176545143,0.0267572999000549
CN-Ha2,0.002914956305176,0.0029149551410228,0.9117550849914552,1.0427221059799194,0.0303728394210338,0.0539903230965137
CN-HaM,0.0122239543125033,0.012223957106471,0.4252634644508362,2.493955612182617,0.0841859281063079,0.1105620041489601
CN-Qia,0.0024542375467717,0.0024542377796024,0.8529964685440063,1.0383481979370115,0.0306772962212562,0.0495402626693248
CN-Sw2,0.0019093139562755,0.0019093139562755,-0.0972696542739868,8.740436553955078,0.0287362150847911,0.0436956956982612
CZ-BK1,0.0015006479807198,0.0015006475150585,0.8332050442695618,1.2128719091415403,0.0216327011585235,0.0387381911277771
CZ-BK2,0.0035601111594587,0.0035601109266281,0.6969823241233826,2.5739681720733643,0.0281236264854669,0.0596666634082794
CZ-KrP,0.0031037509907037,0.0031037495937198,0.6425833702087402,1.3889092206954956,0.0298535395413637,0.055711306631565
CZ-Lnz,0.0016576368361711,0.0016576361376792,0.8676580190658569,0.5392346978187561,0.0208433251827955,0.0407140776515007
CZ-RAJ,0.002226537792012,0.0022265368606895,0.8838132619857788,2.3122305870056152,0.0294084772467613,0.047186192125082
CZ-Stn,0.0010524755343794,0.0010524757672101,0.8762447237968445,4.03050422668457,0.0187595915049314,0.0324418842792511
CZ-wet,0.0022649560123682,0.0022649569436907,0.8681252598762512,0.877602219581604,0.0263636969029903,0.0475915633141994
DE-Geb,0.0020636662375181,0.0020636657718569,0.6154319047927856,2.19762659072876,0.0224686283618211,0.0454275868833065
DE-Gri,0.0020055810455232,0.0020055819768458,0.7342943549156189,2.5099475383758545,0.0245266035199165,0.0447837226092815
DE-Hai,0.0026507480069994,0.0026507480069994,0.7907123565673828,22.94770622253418,0.0282253231853246,0.0514854155480861
DE-HoH,0.0013738132547587,0.0013738126726821,0.8883671164512634,0.7676217555999756,0.0217356532812118,0.0370649807155132
DE-Hte,0.0009588642278686,0.0009588644606992,0.7313576936721802,2.2689907550811768,0.0167012773454189,0.0309655368328094
DE-Hzd,0.00192583410535,0.0019258325919508,0.6906742453575134,1.1478735208511353,0.0250816866755485,0.0438843108713626
DE-Kli,0.00228040991351,0.0022804103791713,0.67374587059021,1.5039335489273071,0.0239525251090526,0.0477536432445049
DE-Lkb,0.0034110590349882,0.0034110599663108,0.8318193554878235,4.090257167816162,0.0363040305674076,0.0584042817354202
DE-Lnf,0.002266721567139,0.0022667224984616,0.8916168808937073,0.9299774765968324,0.0266157314181327,0.0476101078093051
DE-Obe,0.0021874031517654,0.0021874026861041,0.8051573038101196,1.738731861114502,0.0293958950787782,0.0467696785926818
DE-RuR,0.001493296585977,0.0014932964695617,0.8313749432563782,1.6013412475585938,0.0213810205459594,0.038643192499876
DE-RuS,0.0069198561832308,0.006919858045876,0.2828019261360168,2.454012870788574,0.0431839860975742,0.0831856876611709
DE-RuW,0.0008046085713431,0.0008046086877584,0.8058603405952454,9.679191589355469,0.0195627361536026,0.0283656250685453
DE-Seh,0.0291477590799331,0.0291477683931589,-0.8415259122848511,14.000951766967772,0.0996638834476471,0.1707271784543991
DE-SfN,0.0028389310464262,0.0028389317449182,0.676048755645752,2.220350503921509,0.0347410030663013,0.0532816275954246
DE-Tha,0.0018954179249703,0.0018954173428937,0.8606765270233154,1.27746319770813,0.0262753721326589,0.0435363911092281
DK-Fou,0.0485132746398448,0.0485132820904254,0.1507744789123535,1.4091026782989502,0.1339821368455886,0.2202573120594024
DK-Gds,0.0009706108830869,0.0009706109995022,0.3710922598838806,2.135326862335205,0.0169496312737464,0.0311546307057142
DK-Skj,0.0007847156957723,0.0007847156375646,0.659610390663147,2.9951744079589844,0.0151580218225717,0.0280127767473459
DK-Sor,0.0144115695729851,0.0144115444272756,0.2123953700065612,1.1815913915634155,0.0401660911738872,0.1200480908155441
DK-Vng,0.0006382024148479,0.0006382025312632,0.6440351009368896,0.7733626961708069,0.0133001254871487,0.0252626705914735
