site,test_loss,mse,r2,relative_error,mae,rmse
US-BZS,0.0015018577687442,0.0015018575359135,0.731177568435669,0.0482055246829986,0.0224345158785581,0.0387538075447082
US-BZo,0.0012813649373129,0.0012813644716516,0.6411552429199219,0.0431714467704296,0.019736161455512,0.0357961505651474
US-Bi1,0.0109282899647951,0.0109282862395048,0.5620160102844238,0.1415657103061676,0.0609136931598186,0.1045384407043457
US-Bi2,0.0019914202857762,0.0019914198201149,0.8804391026496887,0.0724802613258361,0.0226666610687971,0.0446253269910812
US-Blo,0.0047786678187549,0.0047786636278033,0.771782398223877,0.0669374540448188,0.0382146537303924,0.0691278800368309
US-CF1,0.0029980747494846,0.0029980747494846,0.783617377281189,0.0887423753738403,0.0248375758528709,0.0547546781599521
US-CF2,0.0040285624563694,0.0040285619907081,0.792878270149231,0.0964399725198745,0.0302117075771093,0.0634709522128105
US-CF3,0.0001149984018411,0.0001149984018411,0.1024030447006225,0.0259808767586946,0.0064844684675335,0.0107237305492162
US-CF4,0.0023065586574375,0.0023065588902682,0.8154526352882385,0.0785721689462661,0.0234911758452653,0.0480266474187374
US-CRT,0.0203351061791181,0.0203350987285375,-3.1663970947265625,0.3934047222137451,0.072582721710205,0.142601191997528
US-CS1,0.0002689074317459,0.0002689073444344,0.2365309596061706,0.0372048839926719,0.0112222712486982,0.0163983944803476
US-CS3,0.000866127142217,0.0008661270258016,0.4760158658027649,0.0585864558815956,0.0170760843902826,0.0294300355017185
US-CS4,0.000309557392029,0.0003095574502367,-6.079378128051758,0.0453585758805274,0.0133961029350757,0.0175942443311214
US-EDN,0.0034191093873232,0.0034191089216619,0.7438049912452698,0.0752610638737678,0.0380095094442367,0.0584731474518775
US-GLE,0.0008813997264951,0.0008813987951725,0.8519444465637207,0.0426399670541286,0.0180161278694868,0.029688362032175
US-Goo,0.0027228577528148,0.0027228572871536,0.7834752798080444,0.0741690993309021,0.033092200756073,0.0521810054779052
US-HB1,0.0006155735463835,0.0006155735463835,0.5547312498092651,0.0438916608691215,0.0157551486045122,0.024810753762722
US-HWB,0.0011937139788642,0.0011937138624489,0.4587919116020202,0.0430428609251976,0.0203112978488206,0.0345501638948917
US-Hn3,0.0006258598878048,0.0006258599460124,-0.978563666343689,0.0527339912950992,0.0219390094280242,0.0250171925872564
US-Ho2,0.0161896757781505,0.0161896850913763,-1.5088169574737549,0.1432520449161529,0.0640371888875961,0.1272386908531189
US-IB2,0.0005076936213299,0.0005076933884993,0.9056427478790284,0.0362915024161338,0.0124612068757414,0.0225320532917976
US-ICs,9.679948561824858e-05,9.679948561824858e-05,0.8361163139343262,0.011626336723566,0.0056547028943896,0.0098386732861399
US-ICt,6.066395144443959e-05,6.0663969634333625e-05,0.6179580688476562,0.0088011883199214,0.0040680686943233,0.0077887079678475
US-Ivo,0.0075516114011406,0.0075516132637858,0.7002601623535156,0.2143953591585159,0.0597712323069572,0.0869000181555748
US-Jo2,0.0010503388475626,0.0010503387311473,0.2139403223991394,0.0331575535237789,0.0148786259815096,0.0324089303612709
US-KFS,0.0011036997893825,0.0011037001386284,0.4447935819625854,0.054051898419857,0.0206707920879125,0.0332219824194908
US-KLS,0.0064608692191541,0.0064608706161379,-1.846830368041992,0.0678474232554435,0.0286001097410917,0.0803795382380485
US-KS1,0.00116136088036,0.0011613607639446,0.7596123218536377,0.0370133444666862,0.0219729151576757,0.0340787433087825
US-KS2,0.0566747114062309,0.056674737483263,-4.714115142822266,0.1791267246007919,0.1108203828334808,0.2380645722150802
US-KS3,0.0006753265624865,0.0006753265624865,0.0306256413459777,0.0496487766504287,0.0185232777148485,0.0259870458394289
US-LWW,0.0048830625601112,0.0048830625601112,-1.122255802154541,0.1155903339385986,0.0456278659403324,0.069878913462162
US-Lin,0.008994149044156,0.0089941481128335,0.3782577514648437,0.1417443603277206,0.0661649033427238,0.0948374792933464
US-Los,0.3191271722316742,0.3191271722316742,-40.96941757202149,0.8839129209518433,0.4561123251914978,0.5649133920669556
US-MOz,0.0008226298377849,0.0008226306526921,0.8399906158447266,0.0340028405189514,0.0164890605956316,0.0286815389990806
US-Me1,0.0031235599890351,0.0031235599890351,0.6180920600891113,0.1009002402424812,0.0364908538758754,0.0558888167142868
US-Me2,0.0010965189430862,0.0010965173132717,0.822075605392456,0.049504417926073,0.0216223821043968,0.0331137031316757
US-Me3,1.127851486206055,1.1278512477874756,-172.63766479492188,1.9234853982925413,1.0006800889968872,1.0620033740997314
US-Me4,0.0118221417069435,0.0118221417069435,-2.239201068878174,0.1875290870666504,0.0871974304318428,0.108729675412178
US-Me5,0.0035813560243695,0.0035813569556921,0.8487789630889893,0.0997375100851059,0.0390266515314579,0.0598444379866123
US-Me6,0.0023684655316174,0.0023684659972786,0.8055109977722168,0.0805050209164619,0.0331509746611118,0.0486668869853019
US-Mpj,0.0046603865921497,0.0046603875234723,-0.107296347618103,0.149434819817543,0.0410106033086776,0.0682670325040817
US-Myb,0.0035115554928779,0.0035115578211843,0.7485166788101196,0.098063014447689,0.0325360335409641,0.0592583976686
US-NC1,0.004718140233308,0.0047181425616145,0.6563517451286316,0.078524962067604,0.0438899397850036,0.0686887353658676
US-NC4,0.0012212560977786,0.0012212572619318,0.756321907043457,0.0522560440003871,0.0221329201012849,0.0349464900791645
US-NR1,0.002094795461744,0.0020947952289134,0.8924896717071533,0.0875758379697799,0.02573655359447,0.0457689315080642
US-ONA,0.0006452456582337,0.0006452456582337,0.8228914141654968,0.0331486165523529,0.0151216872036457,0.0254016853868961
US-OWC,0.002554036444053,0.0025540362112224,0.5274906158447266,0.075916089117527,0.0397863909602165,0.0505374744534492
